3-beta-hydroxysteroid dehydrogenase, type II, deficiency	3-beta-hydroxysteroid dehydrogenase
MODY, type IV	MODY
MODY, type V	MODY
Macrocytic anemia, refractory, of 5q- syndrome	Macrocytic anemia
Macular degeneration, X-linked atrophic	Macular degeneration
Macular degeneration, age-related, 1	Macular degeneration
Macular dystrophy, North Carolina type	Macular dystrophy
Macular dystrophy, age-related, 2	Macular dystrophy
Macular dystrophy, atypical vitelliform	Macular dystrophy
Macular dystrophy, autosomal dominant, chromosome 6-linked	Macular dystrophy
Macular dystrophy, dominant cystoid	Macular dystrophy
Macular dystrophy, vitelliform	Macular dystrophy
Macular dystrophy, vitelliform type	Macular dystrophy
Maculopathy, 'bull's-eye'	Maculopathy
Malaria, cerebral, reduced risk of	Malaria
Malaria, cerebral, susceptibility to	Malaria
Malaria, falciparum, resistance to	Malaria
Malaria, resistance to	Malaria
Malignant hyperthermia susceptibility 1	Malignant hyperthermia susceptibility
Malignant hyperthermia susceptibility 2	Malignant hyperthermia susceptibility
Malignant hyperthermia susceptibility 3	Malignant hyperthermia susceptibility
Malignant hyperthermia susceptibility 4	Malignant hyperthermia susceptibility
Malignant hyperthermia susceptibility 5	Malignant hyperthermia susceptibility
Malignant hyperthermia susceptibility 6	Malignant hyperthermia susceptibility
Malignant melanoma, cutaneous	Malignant melanoma
Malignant mesothelioma, susceptibility to	Malignant mesothelioma
Mannosidosis, alpha-, types I and II	Mannosidosis
Mannosidosis, beta-	Mannosidosis
Maple syrup urine disease, type II	Maple syrup urine disease
Maple syrup urine disease, type Ia	Maple syrup urine disease
Maple syrup urine disease, type Ib	Maple syrup urine disease
Marfan syndrome, atypical	Marfan syndrome
Maroteaux-Lamy syndrome, several forms	Maroteaux-Lamy syndrome
Measles, susceptibility to	Measles
Meckel syndrome, type 1	Meckel syndrome
Meckel syndrome, type 2	Meckel syndrome
Meckel syndrome, type 3	Meckel syndrome
Meconium ileus in cystic fibrosis, susceptibility to	Meconium ileus in cystic fibrosis
Medullary cystic kidney disease 1	Medullary cystic kidney disease
Medullary cystic kidney disease 2	Medullary cystic kidney disease
Medullary thyroid carcinoma, familial	Medullary thyroid carcinoma
Medulloblastoma, desmoplastic	Medulloblastoma
Megakaryoblastic leukemia, acute	Megakaryoblastic leukemia
Megaloblastic anemia-1, Finnish type	Megaloblastic anemia
Megaloblastic anemia-1, Norwegian type	Megaloblastic anemia
Megalocornea, X-linked	Megalocornea
Melanoma, cutaneous malignant, 2	Melanoma
Melanoma, cutaneous malignant, susceptibility to	Melanoma
Melanoma, desmoplastic neurotropic	Melanoma
Melanoma, malignant sporadic	Melanoma
Melanoma, melignant, somatic	Melanoma
Melanoma, uveal, susceptibility to, 1	Melanoma
Melanoma, uveal, susceptibility to, 2	Melanoma
Membranous glomerulonephritis, antenatal	Membranous glomerulonephritis
Memory impairment, susceptibility to	Memory impairment
Meningioma, NF2-related, somatic	Meningioma
Meningioma, SIS-related	Meningioma
Meningioma, radiation-induced	Meningioma
Meningococcal disease, susceptibility to	Meningococcal disease
Mental health wellness-1	Mental health wellness
Mental health wellness-2	Mental health wellness
Mental retardation syndrome, X-linked, Abidi type	Mental retardation syndrome
Mental retardation syndrome, X-linked, Armfield type	Mental retardation syndrome
Mental retardation syndrome, X-linked, Cabezas type	Mental retardation syndrome
Mental retardation syndrome, X-linked, Lubs type	Mental retardation syndrome
Mental retardation syndrome, X-linked, Siderius type	Mental retardation syndrome
Mental retardation, Snyder-Robinson type	Mental retardation
Mental retardation, X-linked 14	Mental retardation
Mental retardation, X-linked 20	Mental retardation
Mental retardation, X-linked 23, nonspecific	Mental retardation
Mental retardation, X-linked 29	Mental retardation
Mental retardation, X-linked 30	Mental retardation
Mental retardation, X-linked 9	Mental retardation
Mental retardation, X-linked nonspecific	Mental retardation
Mental retardation, X-linked nonspecific, 42	Mental retardation
Mental retardation, X-linked nonspecific, 58	Mental retardation
Mental retardation, X-linked nonspecific, 63	Mental retardation
Mental retardation, X-linked nonspecific, type 19	Mental retardation
Mental retardation, X-linked nonspecific, type 46	Mental retardation
Mental retardation, X-linked nonspecific, type 50	Mental retardation
Mental retardation, X-linked nonsyndromic	Mental retardation
Mental retardation, X-linked, 1	Mental retardation
Mental retardation, X-linked, 2	Mental retardation
Mental retardation, X-linked, 21	Mental retardation
Mental retardation, X-linked, 34	Mental retardation
Mental retardation, X-linked, 60	Mental retardation
Mental retardation, X-linked, FRAXE type	Mental retardation
Mental retardation, X-linked, FRAXF type	Mental retardation
Mental retardation, X-linked, Shashi type	Mental retardation
Mental retardation, X-linked, South African type	Mental retardation
Mental retardation, X-linked, nonspecific	Mental retardation
Mental retardation, X-linked, syndromic 7	Mental retardation
Mental retardation, X-linked, syndromic-2, with dysmorphism and cerebral atrophy	Mental retardation
Mental retardation, X-linked, syndromic-4, with congenital contractures and low fingertip arches	Mental retardation
Mental retardation, X-linked, syndromic-5, with Dandy-Walker malformation, basal ganglia disease, and seizures	Mental retardation
Mental retardation, X-linked, syndromic-6, with gynecomastia and obesity	Mental retardation
Mental retardation, X-linked, with epilepsy	Mental retardation
Mental retardation, X-linked, with isolated growth hormone deficiency	Mental retardation
Mental retardation, X-linked, with progressive spasticity	Mental retardation
Mental retardation, X-linked, with seizures and carrier manifestations	Mental retardation
Mental retardation, X-linked, with short stature	Mental retardation
Mental retardation, X-linked-49	Mental retardation
Mental retardation, X-linked-53	Mental retardation
Mental retardation, X-linked-72	Mental retardation
Mental retardation, nonsyndromic, autosomal recessive	Mental retardation
Mental retardation, nonsyndromic, autosomal recessive, 2A	Mental retardation
Mental retardation, profound	Mental retardation
Mental retardation, severe, with spasticity and tapetoretinal degeneration	Mental retardation
Merkel cell carcinoma, somatic	Merkel cell carcinoma
Mesangial sclerosis, isolated diffuse	Mesangial sclerosis
Mesomelic dysplasia, Kantaputra type	Mesomelic dysplasia
Metachromatic leukodystrophy due to deficiency of SAP-1	Metachromatic leukodystrophy due to deficiency of SAP
Metaphyseal chondrodysplasia, Murk Jansen type	Metaphyseal chondrodysplasia
Metaphyseal chondrodysplasia, Schmid type	Metaphyseal chondrodysplasia
Methemoglobinemia, type I	Methemoglobinemia
Methemoglobinemia, type II	Methemoglobinemia
Methemoglobinemias, alpha-	Methemoglobinemias
Methemoglobinemias, beta-	Methemoglobinemias
Methionine adenosyltransferase deficiency, autosomal recessive	Methionine adenosyltransferase deficiency
Methylcobalamin deficiency, cblG type	Methylcobalamin deficiency
Methylmalonic aciduria, vitamin B12-responsive	Methylmalonic aciduria
Methylmalonic aciduria, vitamin B12-responsive, due to defect in synthesis of adenosylcobalamin, cblB complementation type	Methylmalonic aciduria
Methylmalonicaciduria, mutase deficiency type	Methylmalonicaciduria
Microcephaly, Amish type	Microcephaly
Microcephaly, autosomal recessive 1	Microcephaly
Microcephaly, autosomal recessive 2	Microcephaly
Microcephaly, primary autosomal recessive, 3	Microcephaly
Microcephaly, primary autosomal recessive, 4	Microcephaly
Microcephaly, primary autosomal recessive, 5	Microcephaly
Microcoria, congenital	Microcoria
Microphthalmia with associated anomalies 2	Microphthalmia with associated anomalies
Microphthalmia, autosomal recessive	Microphthalmia
Microphthalmia, cataracts, and iris abnormalities	Microphthalmia
Microphthalmia, colobomatous	Microphthalmia
Microphthalmia, dermal aplasia, and sclerocornea	Microphthalmia
Migraine with aura, susceptibility to	Migraine with aura
Migraine with or without aura, susceptibility to	Migraine with or without aura
Migraine, familial hemiplegic	Migraine
Migraine, familial hemiplegic, 2	Migraine
Migraine, familial typical	Migraine
Migraine, familial typical, susceptibility to, 1	Migraine
Migraine, susceptibility to, 4	Migraine
Mitochondrial DNA-depletion syndrome, hepatocerebral form	Mitochondrial DNA-depletion syndrome
Mitral valve prolapse, familial	Mitral valve prolapse
Mixed polyposis syndrome, hereditary	Mixed polyposis syndrome
Moebius syndrome-2	Moebius syndrome
Moebius syndrome-3	Moebius syndrome
Molybdenum cofactor deficiency, type A	Molybdenum cofactor deficiency
Molybdenum cofactor deficiency, type B	Molybdenum cofactor deficiency
Molybdenum cofactor deficiency, type C	Molybdenum cofactor deficiency
Motor neuronopathy, distal hereditary, with vocal cord paralysis	Motor neuronopathy
Moyamoya disease 2	Moyamoya disease
Multiple carboxylase deficiency, biotin-responsive	Multiple carboxylase deficiency
Multiple carboxylase deficiency, biotin-unresponsive	Multiple carboxylase deficiency
Multiple cutaneous and uterine leiomyomata,	Multiple cutaneous and uterine leiomyomata
Multiple sclerosis, susceptibility to	Multiple sclerosis
Muscular dystrophy, Duchenne-like, type 2	Muscular dystrophy
Muscular dystrophy, Fukuyama congenital	Muscular dystrophy
Muscular dystrophy, cogenital, due to partial LAMA2 deficiency	Muscular dystrophy
Muscular dystrophy, congenital merosin-deficient	Muscular dystrophy
Muscular dystrophy, congenital, 1B	Muscular dystrophy
Muscular dystrophy, congenital, 1C	Muscular dystrophy
Muscular dystrophy, limb-girdle, type 1A	Muscular dystrophy
Muscular dystrophy, limb-girdle, type 1B	Muscular dystrophy
Muscular dystrophy, limb-girdle, type 1D	Muscular dystrophy
Muscular dystrophy, limb-girdle, type 2A	Muscular dystrophy
Muscular dystrophy, limb-girdle, type 2B	Muscular dystrophy
Muscular dystrophy, limb-girdle, type 2C	Muscular dystrophy
Muscular dystrophy, limb-girdle, type 2D	Muscular dystrophy
Muscular dystrophy, limb-girdle, type 2E	Muscular dystrophy
Muscular dystrophy, limb-girdle, type 2F	Muscular dystrophy
Muscular dystrophy, limb-girdle, type 2G	Muscular dystrophy
Muscular dystrophy, limb-girdle, type 2H	Muscular dystrophy
Muscular dystrophy, limb-girdle, type 2I	Muscular dystrophy
Muscular dystrophy, limb-girdle, type IC	Muscular dystrophy
Muscular dystrophy, rigid spine, 1	Muscular dystrophy
Myasthenia gravis, familial infantile, 1	Myasthenia gravis
Myasthenia gravis, familial infantile, 2	Myasthenia gravis
Myasthenia gravis, neonatal transient	Myasthenia gravis
Myasthenia syndrome, congenital	Myasthenia syndrome
Myasthenic syndrome, slow-channel congenital	Myasthenic syndrome
Mycobacterial and salmonella infections, susceptibility to	Mycobacterial and salmonella infections
Mycobacterial infection, atypical, familial disseminated	Mycobacterial infection
Myelodysplasia syndrome-1	Myelodysplasia syndrome
Myelodysplastic syndrome, preleukemic	Myelodysplastic syndrome
Myelogenous leukemia, acute	Myelogenous leukemia
Myeloid leukemia, acute, M4Eo subtype	Myeloid leukemia
Myeloid malignancy, predisposition to	Myeloid malignancy
Myelomonocytic leukemia, chronic	Myelomonocytic leukemia
Myocardial infarction, decreased susceptibility to	Myocardial infarction
Myocardial infarction, susceptibility to	Myocardial infarction
Myoclonic epilepsy, X-linked, with mental retardation and spasticity	Myoclonic epilepsy
Myoclonic epilepsy, severe, of infancy	Myoclonic epilepsy
Myopathy, X-linked, with excessive autophagy	Myopathy
Myopathy, actin	Myopathy
Myopathy, cardioskeletal, desmin-related, with cataract	Myopathy
Myopathy, centronuclear	Myopathy
Myopathy, congenital	Myopathy
Myopathy, desmin-related, cardioskeletal	Myopathy
Myopathy, distal	Myopathy
Myopathy, distal, with anterior tibial onset	Myopathy
Myopathy, nemaline, 161800	Myopathy
Myopathy, proximal, with early respiratory muscle involvement	Myopathy
Myopia-1	Myopia
Myopia-2	Myopia
Myopia-3	Myopia
Myotonia congenita, atypical, acetazolamide-responsive	Myotonia congenita
Myotonia congenita, dominant	Myotonia congenita
Myotonia congenita, recessive	Myotonia congenita
Myotonia levior, recessive	Myotonia levior
Myotonic dystrophy, type 2	Myotonic dystrophy
Myotonic myopathy, proximal	Myotonic myopathy
Myotubular myopathy, X-linked	Myotubular myopathy
Myxoma, intracardiac	Myxoma
NAGA deficiency, mild	NAGA deficiency
Nail dysplasia, isolated congenital	Nail dysplasia
Nanophthalmos 2	Nanophthalmos
Nanophthalmos-1	Nanophthalmos
Nasopharyngeal carcinoma 1	Nasopharyngeal carcinoma
Nemaline myopathy 1, autosomal dominant	Nemaline myopathy
Nemaline myopathy 2, autosomal recessive	Nemaline myopathy
Nemaline myopathy, Amish type	Nemaline myopathy
Nephrolithiasis, type I	Nephrolithiasis
Nephrolithiasis, uric acid	Nephrolithiasis
Nephronophthisis 4	Nephronophthisis
Nephronophthisis, adolescent	Nephronophthisis
Nephronophthisis, infantile	Nephronophthisis
Nephronophthisis, juvenile	Nephronophthisis
Nephropathy, IgA type	Nephropathy
Nephropathy, chronic hypocomplementemic	Nephropathy
Nephrosis-1, congenital, Finnish type	Nephrosis
Nephrotic syndrome, idiopathic, steroid-resistant	Nephrotic syndrome
Nephrotic syndrome, steroid-resistant	Nephrotic syndrome
Neural tube defects, maternal risk of	Neural tube defects
Neurodegeneration, pantothenate kinase-associated	Neurodegeneration
Neurofibromatosis, familial spinal	Neurofibromatosis
Neurofibromatosis, type 1	Neurofibromatosis
Neurofibromatosis, type 2	Neurofibromatosis
Neuropathy, axonal, with vocal cord paresis, autosomal recessive	Neuropathy
Neuropathy, congenital hypomyelinating, 1	Neuropathy
Neuropathy, distal hereditary motor, Jerash type	Neuropathy
Neuropathy, hereditary motor and sensory, Lom type	Neuropathy
Neuropathy, hereditary motor and sensory, Okinawa type	Neuropathy
Neuropathy, hereditary sensory and autonomic, type 1	Neuropathy
Neuropathy, motor and sensory, Russe type	Neuropathy
Neuropathy, paraneoplastic sensory	Neuropathy
Neuropathy, recurrent, with pressure palsies	Neuropathy
Neutropenia, alloimmune neonatal	Neutropenia
Neutropenia, congenital	Neutropenia
Neutropenia, neonatal alloimmune	Neutropenia
Neutropenia, severe congenital, X-linked	Neutropenia
Nevus, epidermal, epidermolytic hyperkeratotic type	Nevus
Nicotine addiction, protection from	Nicotine addiction
Niemann-Pick disease, type C1	Niemann-Pick disease
Niemann-Pick disease, type D	Niemann-Pick disease
Niemann-pick disease, type C2	Niemann-pick disease
Night blindness, congenital stationary	Night blindness
Night blindness, congenital stationary, X-linked, type 2	Night blindness
Night blindness, congenital stationary, type 1	Night blindness
Night blindness, congenital stationary, type 3	Night blindness
Night blindness, congenital stationery, rhodopsin-related	Night blindness
Non-Hodgkin lymphoma, somatic	Non-Hodgkin lymphoma
Noncompaction of left ventricular myocardium, isolated	Noncompaction of left ventricular myocardium
Nonsmall cell lung cancer, somatic	Nonsmall cell lung cancer
Noonan syndrome 1	Noonan syndrome
Nucleoside phosphorylase deficiency, immunodeficiency due to	Nucleoside phosphorylase deficiency
Nystagmus 1, congenital	Nystagmus
Nystagmus-2, autosomal dominant	Nystagmus
Obesity, adrenal insufficiency, and red hair	Obesity
Obesity, autosomal dominant	Obesity
Obesity, late-onset	Obesity
Obesity, mild, early-onset	Obesity
Obesity, morbid, with hypogonadism	Obesity
Obesity, resistance to	Obesity
Obesity, severe	Obesity
Obesity, severe, due to leptin deficiency	Obesity
Obesity, severe, susceptibility to	Obesity
Obesity, susceptibility to	Obesity
Obesity/hyperinsulinism, susceptibility to	Obesity/hyperinsulinism
Ocular albinism, Forsius-Eriksson type	Ocular albinism
Ocular albinism, Nettleship-Falls type	Ocular albinism
Oculocutaneous albinism, type IV	Oculocutaneous albinism
Oculomotor apraxia, congential, Cogan-type	Oculomotor apraxia
Oculopharyngeal muscular dystrophy, autosomal recessive	Oculopharyngeal muscular dystrophy
Oguchi disease-1	Oguchi disease
Oguchi disease-2	Oguchi disease
Opitz G syndrome, type I	Opitz G syndrome
Opitz G syndrome, type II	Opitz G syndrome
Optic atrophy 1	Optic atrophy
Optic atrophy, X-linked	Optic atrophy
Optic atrophy-4	Optic atrophy
Oral-facial-digital syndrome 1	Oral-facial-digital syndrome
Orofacial cleft-1	Orofacial cleft
Orofacial cleft-2	Orofacial cleft
Orofacial cleft-3	Orofacial cleft
Orolaryngeal cancer, multiple,	Orolaryngeal cancer
Osseous dysplasia, digital, with facial pigmentary defects and multiple frenula	Osseous dysplasia
Osseous heteroplasia, progressive	Osseous heteroplasia
Osteoarthritis susceptibility, female-specific	Osteoarthritis susceptibility
Osteogenesis imperfecta, 3 clinical forms, 166200, 166210	Osteogenesis imperfecta
Osteogenesis imperfecta, type I	Osteogenesis imperfecta
Osteogenesis imperfecta, type II	Osteogenesis imperfecta
Osteogenesis imperfecta, type III	Osteogenesis imperfecta
Osteogenesis imperfecta, type IV	Osteogenesis imperfecta
Osteolysis, familial expansile	Osteolysis
Osteolysis, idiopathic, Saudi type	Osteolysis
Osteomalacia, tumor-induced	Osteomalacia
Osteopetrosis, autosomal dominant, type I	Osteopetrosis
Osteopetrosis, autosomal dominant, type II	Osteopetrosis
Osteopetrosis, recessive	Osteopetrosis
Osteoporosis, idiopathic	Osteoporosis
Osteoporosis, involutional	Osteoporosis
Osteoporosis, postmenopausal, susceptibility	Osteoporosis
Osteosarcoma, somatic	Osteosarcoma
Otopalatodigital syndrome, type I	Otopalatodigital syndrome
Otopalatodigital syndrome, type I, 311300, Otopalatodigital syndrome, type II	Otopalatodigital syndrome
Otopalatodigital syndrome, type II	Otopalatodigital syndrome
Otosclerosis 1	Otosclerosis
Otosclerosis-2	Otosclerosis
Ovarian cancer, endometrial type	Ovarian cancer
Ovarian cancer, serous	Ovarian cancer
Ovarian carcinoma, endometrioid type	Ovarian carcinoma
Ovarian failure, premature	Ovarian failure
Pachyonychia congenita, Jackson-Lawler type	Pachyonychia congenita
Pachyonychia congenita, Jadassohn-Lewandowsky type	Pachyonychia congenita
Paget disease, juvenile	Paget disease
Palmoplantar keratoderma, Bothnia type	Palmoplantar keratoderma
Palmoplantar keratoderma, nonepidermolytic	Palmoplantar keratoderma
Palmoplantar verrucous nevus, unilateral	Palmoplantar verrucous nevus
Panbronchiolitis, diffuse	Panbronchiolitis
Pancreatic cancer, 1	Pancreatic cancer
Pancreatic cancer, somatic	Pancreatic cancer
Pancreatic cancer, sporadic	Pancreatic cancer
Pancreatitis, hereditary	Pancreatitis
Pancreatitis, idiopathic	Pancreatitis
Panhypopituitarism, X-linked	Panhypopituitarism
Paraganglioma, familial malignant	Paraganglioma
Paragangliomas, familial central nervous system	Paragangliomas
Paragangliomas, familial nonchromaffin, 1, with and without deafness	Paragangliomas
Paragangliomas, familial nonchromaffin, 2	Paragangliomas
Paragangliomas, familial nonchromaffin, 3	Paragangliomas
Parathyroid adenoma, sporadic	Parathyroid adenoma
Parathyroid adenomatosis 1	Parathyroid adenomatosis
Parietal foramina 1	Parietal foramina
Parietal foramina 2	Parietal foramina
Parkinson disease 4, autosomal dominant, Lewy body	Parkinson disease
Parkinson disease 7, autosomal recessive early-onset	Parkinson disease
Parkinson disease, familial	Parkinson disease
Parkinson disease, juvenile, type 2	Parkinson disease
Parkinson disease, late-onset	Parkinson disease
Parkinson disease, susceptibility to	Parkinson disease
Parkinsonism, susceptibility to	Parkinsonism
Pemphigoid, susceptibility to	Pemphigoid
Periodic fever, familial	Periodic fever
Periodontitis, juvenile	Periodontitis
Peripheral arterial occlusive disease 1	Peripheral arterial occlusive disease
Peroxisomal biogenesis disorder, complementation group 4	Peroxisomal biogenesis disorder
Peroxisomal biogenesis disorder, complementation group 6	Peroxisomal biogenesis disorder
Peroxisome biogenesis factor 12	Peroxisome biogenesis factor
Persistent Mullerian duct syndrome, type I	Persistent Mullerian duct syndrome
Persistent Mullerian duct syndrome, type II	Persistent Mullerian duct syndrome
Phenylketonuria, atypical, due to GCH1 deficiency	Phenylketonuria
Pheochromocytoma, extraadrenal, and cervical paraganglioma	Pheochromocytoma
Phosphorylase kinase deficiency of liver and muscle, autosomal recessive	Phosphorylase kinase deficiency of liver and muscle
Phrase speech delay, autism-related	Phrase speech delay
Pigmented adrenocortical disease, primary isolated	Pigmented adrenocortical disease
Pituitary hormone deficiency, combined	Pituitary hormone deficiency
Pituitary hormone deficiency, combined, with rigid cervical spine	Pituitary hormone deficiency
Pituitary tumor, invasive	Pituitary tumor
Plasminogen deficiency, types I and II	Plasminogen deficiency
Plasmodium falciparum parasitemia, intensity of	Plasmodium falciparum parasitemia
Platelet disorder, familial, with associated myeloid malignancy	Platelet disorder
Pneumonitis, desquamative interstitial	Pneumonitis
Polio, susceptibility to	Polio
Polycystic kidney disease, adult type I	Polycystic kidney disease
Polycystic kidney disease, adult, type II	Polycystic kidney disease
Polycystic kidney disease, infantile severe, with tuberous sclerosis	Polycystic kidney disease
Polycythemia, benign familial	Polycythemia
Polydactyly, postaxial, type A3	Polydactyly
Polydactyly, postaxial, types A1 and B	Polydactyly
Polydactyly, preaxial II	Polydactyly
Polydactyly, preaxial, type IV	Polydactyly
Polymicrogyria, bilateral frontoparietal	Polymicrogyria
Polymicrogyria, bilateral perisylvian	Polymicrogyria
Polyposis, juvenile intestinal	Polyposis
Porokeratosis, disseminated superficial actinic	Porokeratosis
Porphyria, Chester type	Porphyria
Porphyria, acute hepatic	Porphyria
Porphyria, acute intermittent	Porphyria
Porphyria, acute intermittent, nonerythroid variant	Porphyria
Porphyria, congenital erythropoietic	Porphyria
Porphyria, hepatoerythropoietic	Porphyria
Postaxial polydactyly, type A2	Postaxial polydactyly
Precocious puberty, male	Precocious puberty
Preeclampsia, susceptibility to	Preeclampsia
Primary lateral sclerosis, juvenile	Primary lateral sclerosis
Progressive intrahepatic cholestasis-2	Progressive intrahepatic cholestasis
Prolactinoma, hyperparathyroidism, carcinoid syndrome	Prolactinoma
Properdin deficiency, X-linked	Properdin deficiency
Prostate cancer 1, 176807	Prostate cancer
Prostate cancer, familial	Prostate cancer
Prostate cancer, hereditary	Prostate cancer
Prostate cancer, progression of	Prostate cancer
Prostate cancer, somatic	Prostate cancer
Prostate cancer, susceptibility to	Prostate cancer
Proteinuria, low molecular weight, with hypercalciuric nephrocalcinosis	Proteinuria
Protoporphyria, erythropoietic	Protoporphyria
Protoporphyria, erythropoietic, recessive, with liver failure	Protoporphyria
Pseudohermaphroditism, male, with Leydig cell hypoplasia	Pseudohermaphroditism
Pseudohermaphroditism, male, with gynecomastia	Pseudohermaphroditism
Pseudohyperkalemia, familial	Pseudohyperkalemia
Pseudohypoaldosteronism type I, autosomal dominant	Pseudohypoaldosteronism type I
Pseudohypoaldosteronism, type I	Pseudohypoaldosteronism
Pseudohypoaldosteronism, type II	Pseudohypoaldosteronism
Pseudohypoaldosteronism, type IIC	Pseudohypoaldosteronism
Pseudohypoparathyroidism, type IB	Pseudohypoparathyroidism
Pseudohypoparathyroidism, type Ia	Pseudohypoparathyroidism
Pseudovitamin D deficiency rickets 1	Pseudovitamin D deficiency rickets
Pseudoxanthoma elasticum, autosomal dominant	Pseudoxanthoma elasticum
Pseudoxanthoma elasticum, autosomal recessive	Pseudoxanthoma elasticum
Psoriasis, susceptibility to	Psoriasis
Psoriatic arthritis, susceptibility to	Psoriatic arthritis
Ptosis, hereditary congenital 2	Ptosis
Ptosis, hereditary congenital, 1	Ptosis
Pulmonary alveolar proteinosis, congenital	Pulmonary alveolar proteinosis
Pulmonary disease, chronic obstructive, severe early-onset	Pulmonary disease
Pulmonary hypertension, familial primary	Pulmonary hypertension
Purpura fulminans, neonatal	Purpura fulminans
Pyogenic sterile arthritis, pyoderma gangrenosum, and acne	Pyogenic sterile arthritis
Radiation sensitivity/chromosome instability syndrome, autosomal dominant	Radiation sensitivity/chromosome instability syndrome
Refsum disease, adult, with increased pipecolicacidemia	Refsum disease
Refsum disease, infantile	Refsum disease
Refsum disease, infantile form	Refsum disease
Renal cell carcinoma, clear cell	Renal cell carcinoma
Renal cell carcinoma, papillary, 1	Renal cell carcinoma
Renal cell carcinoma, papillary, 3	Renal cell carcinoma
Renal cell carcinoma, papillary, familial and sporadic	Renal cell carcinoma
Renal cell carcinoma, somatic	Renal cell carcinoma
Renal hypoplasia, isolated	Renal hypoplasia
Renal tubular acidosis, distal	Renal tubular acidosis
Renal tubular acidosis, distal, autosomal recessive	Renal tubular acidosis
Renal tubular acidosis, proximal, with ocular abnormalities	Renal tubular acidosis
Renpenning syndrome-1	Renpenning syndrome
Resistance/susceptibility to TB, etc.	Resistance/susceptibility to TB
Reticulosis, familial histiocytic	Reticulosis
Retinal cone dsytrophy 2	Retinal cone dsytrophy
Retinal degeneration, autosomal recessive, prominin-related	Retinal degeneration
Retinal dystrophy, autosomal recessive, childhood-onset	Retinal dystrophy
Retinal dystrophy, early-onset severe	Retinal dystrophy
Retinal nonattachment, nonsyndromic congenital	Retinal nonattachment
Retinitis pigmentasa, AR, without hearing loss	Retinitis pigmentasa
Retinitis pigmentosa 23	Retinitis pigmentosa
Retinitis pigmentosa, AR	Retinitis pigmentosa
Retinitis pigmentosa, MERTK-related	Retinitis pigmentosa
Retinitis pigmentosa, X-linked, with recurrent respiratory infections	Retinitis pigmentosa
Retinitis pigmentosa, Y-linked	Retinitis pigmentosa
Retinitis pigmentosa, autosomal dominant	Retinitis pigmentosa
Retinitis pigmentosa, autosomal recessive	Retinitis pigmentosa
Retinitis pigmentosa, digenic	Retinitis pigmentosa
Retinitis pigmentosa, juvenile	Retinitis pigmentosa
Retinitis pigmentosa, late onset	Retinitis pigmentosa
Retinitis pigmentosa, late-onset dominant	Retinitis pigmentosa
Retinitis pigmentosa-1	Retinitis pigmentosa
Retinitis pigmentosa-10	Retinitis pigmentosa
Retinitis pigmentosa-11	Retinitis pigmentosa
Retinitis pigmentosa-12, autosomal recessive	Retinitis pigmentosa
Retinitis pigmentosa-13	Retinitis pigmentosa
Retinitis pigmentosa-14	Retinitis pigmentosa
Retinitis pigmentosa-17	Retinitis pigmentosa
Retinitis pigmentosa-18	Retinitis pigmentosa
Retinitis pigmentosa-19	Retinitis pigmentosa
Retinitis pigmentosa-2	Retinitis pigmentosa
Retinitis pigmentosa-20	Retinitis pigmentosa
Retinitis pigmentosa-22	Retinitis pigmentosa
Retinitis pigmentosa-24	Retinitis pigmentosa
Retinitis pigmentosa-25	Retinitis pigmentosa
Retinitis pigmentosa-28	Retinitis pigmentosa
Retinitis pigmentosa-3	Retinitis pigmentosa
Retinitis pigmentosa-4, autosomal dominant	Retinitis pigmentosa
Retinitis pigmentosa-7, peripherin-related	Retinitis pigmentosa
Retinitis pigmentosa-9	Retinitis pigmentosa
Retinol binding protein, deficiency of	Retinol binding protein
Retinopathy, vascular, with cerebral and renal involvement	Retinopathy
Rett syndrome, preserved speech variant	Rett syndrome
Rhabdoid predisposition syndrome, familial	Rhabdoid predisposition syndrome
Rhabdomyosarcoma, alveolar	Rhabdomyosarcoma
Rheumatoid arthritis, susceptibility to	Rheumatoid arthritis
Rhizomelic chondrodysplasia punctata, type 1	Rhizomelic chondrodysplasia punctata
Rhizomelic chondrodysplasia punctata, type 3	Rhizomelic chondrodysplasia punctata
Rickets, vitamin D-resistant	Rickets
Rieger syndrome, type 2	Rieger syndrome
Rippling muscle disease-1	Rippling muscle disease
Robinow syndrome, autosomal recessive	Robinow syndrome
SCID, autosomal recessive, T-negative/B-positive type	SCID
SEMD, Pakistani type	SEMD
STAT1 deficiency, complete	STAT1 deficiency
Sandhoff disease, infantile, juvenile, and adult forms	Sandhoff disease
Sanfilippo syndrome, type B	Sanfilippo syndrome
Sarcoma, synovial	Sarcoma
Scapuloperoneal spinal muscular atrophy, New England type	Scapuloperoneal spinal muscular atrophy
Scapuloperoneal syndrome, myopathic type	Scapuloperoneal syndrome
Schistosoma mansoni infection, susceptibility/resistance to	Schistosoma mansoni infection
Schizophrenia, chronic	Schizophrenia
Schizophrenia, neurophysiologic defect in	Schizophrenia
Schizophrenia, susceptibility to	Schizophrenia
Schwartz-Jampel syndrome, type 1	Schwartz-Jampel syndrome
Scoliosis, idiopathic 1	Scoliosis
Scoliosis, idiopathic 2	Scoliosis
Segawa syndrome, recessive	Segawa syndrome
Seizures, afebrile	Seizures
Seizures, benign familial neonatal-infantile	Seizures
Senior-Loken syndrome 3	Senior-Loken syndrome
Senior-Loken syndrome 4	Senior-Loken syndrome
