chip_vendor	chip_type	create_date	genome-species	genome-version	netaffx-annotation-netaffx-build	probeset_id	gene_symbol	gene_desc	chr_location	strand	refseq_accn
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212025_s_at	FLII	flightless I homolog (Drosophila)	chr17p11.2	-	NP_001243193|NP_001243194|NP_002009
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212026_s_at	EXOC7	exocyst complex component 7	chr17q25.1	-	NP_001013861|NP_001138769|NP_001138770|NP_001138771|NP_056034
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212027_at	RBM25	RNA binding motif protein 25	chr14q24.3	-	NP_067062
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212028_at	RBM25	RNA binding motif protein 25	chr14q24.3	-	NP_067062
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212029_s_at	---	---	---	-	---
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212030_at	RBM25	RNA binding motif protein 25	chr14q24.3	-	NP_067062
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212031_at	RBM25	RNA binding motif protein 25	chr14q24.3	-	NP_067062
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212032_s_at	PTOV1	prostate tumor overexpressed 1	chr19q13.33	-	NP_059128
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212033_at	RBM25	RNA binding motif protein 25	chr14q24.3	-	NP_067062
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212034_s_at	EXOC7	exocyst complex component 7	chr17q25.1	-	NP_001013861|NP_001138769|NP_001138770|NP_001138771|NP_056034
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212035_s_at	EXOC7	exocyst complex component 7	chr17q25.1	-	NP_001013861|NP_001138769|NP_001138770|NP_001138771|NP_056034
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212036_s_at	PNN	pinin, desmosome associated protein	chr14q21.1	-	NP_002678
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212037_at	PNN	pinin, desmosome associated protein	chr14q21.1	-	NP_002678
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212038_s_at	VDAC1	voltage-dependent anion channel 1	chr5q31	-	NP_003365
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212039_x_at	RNU86|RPL3|SNORD83B	RNA, U86 small nucleolar|ribosomal protein L3|small nucleolar RNA, C/D box 83B	chr22q13	-	NP_000958|NP_001029025
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212040_at	TGOLN2	trans-golgi network protein 2	chr2p11.2	-	NP_001193769|NP_001193770|NP_001193773|NP_006455
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212041_at	ATP6V0D1	ATPase, H+ transporting, lysosomal 38kDa, V0 subunit d1	chr16q22.1	-	NP_004682
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212042_x_at	RPL7	ribosomal protein L7	chr8q21.11	-	NP_000962
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212043_at	TGOLN2	trans-golgi network protein 2	chr2p11.2	-	NP_001193769|NP_001193770|NP_001193773|NP_006455
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212044_s_at	RPL27A	Ribosomal protein L27a	chr11p15	-	NP_000981
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212045_at	GLG1	golgi glycoprotein 1	chr16q22.3	-	NP_001139138|NP_001139139|NP_036333
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212046_x_at	MAPK3	mitogen-activated protein kinase 3	chr16p11.2	-	NP_001035145|NP_001103361|NP_002737
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212047_s_at	RNF167	ring finger protein 167	chr17p13.2	-	NP_056343
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212048_s_at	YARS	tyrosyl-tRNA synthetase	chr1p35.1	-	NP_003671
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212049_at	WIPF2	WAS/WASL interacting protein family, member 2	chr17q21.2	-	NP_573571
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212050_at	WIPF2	WAS/WASL interacting protein family, member 2	chr17q21.2	-	NP_573571
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212051_at	WIPF2	WAS/WASL interacting protein family, member 2	chr17q21.2	-	NP_573571
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212052_s_at	TBC1D9B	TBC1 domain family, member 9B (with GRAM domain)	chr5q35.3	-	NP_055858|NP_942568
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212053_at	PDXDC1	pyridoxal-dependent decarboxylase domain containing 1	chr16p13.11	-	NP_055842
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212054_x_at	TBC1D9B	TBC1 domain family, member 9B (with GRAM domain)	chr5q35.3	-	NP_055858|NP_942568
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212055_at	TPGS2	tubulin polyglutamylase complex subunit 2	chr18q12.2	-	NP_056291
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212056_at	KIAA0182	KIAA0182	chr16q24.1	-	NP_001127945|NP_055430
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212057_at	KIAA0182	KIAA0182	chr16q24.1	-	NP_001127945|NP_055430
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212058_at	U2SURP	U2 snRNP-associated SURP domain containing	chr3q23	-	NP_001073884
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212059_s_at	TRPC4AP	transient receptor potential cation channel, subfamily C, member 4 associated protein	chr20q11.22	-	NP_056453|NP_955400
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212060_at	U2SURP	U2 snRNP-associated SURP domain containing	chr3q23	-	NP_001073884
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212061_at	U2SURP	U2 snRNP-associated SURP domain containing	chr3q23	-	NP_001073884
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212062_at	ATP9A	ATPase, class II, type 9A	chr20q13.2	-	NP_006036
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212063_at	CD44	CD44 molecule (Indian blood group)	chr11p13	-	NP_000601|NP_001001389|NP_001001390|NP_001001391|NP_001001392|NP_001189484|NP_001189485|NP_001189486
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212064_x_at	MAZ	MYC-associated zinc finger protein (purine-binding transcription factor)	chr16p11.2	-	NP_001036004|NP_002374
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212065_s_at	USP34	ubiquitin specific peptidase 34	chr2p15	-	NP_055524
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212066_s_at	USP34	ubiquitin specific peptidase 34	chr2p15	-	NP_055524
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212067_s_at	C1R	complement component 1, r subcomponent	chr12p13	-	NP_001724
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212068_s_at	PRRC2B	proline-rich coiled-coil 2B	chr9q34.13	-	NP_037450
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212069_s_at	PRRC2B	proline-rich coiled-coil 2B	chr9q34.13	-	NP_037450
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212070_at	GPR56	G protein-coupled receptor 56	chr16q13	-	NP_001139242|NP_001139243|NP_001139244|NP_001139245|NP_001139246|NP_005673|NP_958932|NP_958933
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212071_s_at	SPTBN1	spectrin, beta, non-erythrocytic 1	chr2p21	-	NP_003119|NP_842565
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212072_s_at	CSNK2A1|CSNK2A1P	casein kinase 2, alpha 1 polypeptide|casein kinase 2, alpha 1 polypeptide pseudogene	chr11p15.3 /// chr20p13	-	NP_001243615|NP_001886|NP_808227|NP_808228
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212073_at	CSNK2A1|CSNK2A1P	casein kinase 2, alpha 1 polypeptide|casein kinase 2, alpha 1 polypeptide pseudogene	chr11p15.3 /// chr20p13	-	NP_001243615|NP_001886|NP_808227|NP_808228
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212074_at	SUN1	Sad1 and UNC84 domain containing 1	chr7p22.3	-	NP_001124437|NP_001165415|NP_001165416|NP_001165417|NP_079430
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212075_s_at	CSNK2A1|CSNK2A1P	casein kinase 2, alpha 1 polypeptide|casein kinase 2, alpha 1 polypeptide pseudogene	chr11p15.3 /// chr20p13	-	NP_001243615|NP_001886|NP_808227|NP_808228
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212076_at	MLL	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)	chr11q23	-	NP_001184033|NP_005924
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212077_at	CALD1	caldesmon 1	chr7q33	-	NP_004333|NP_149129|NP_149130|NP_149131|NP_149347
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212078_s_at	MLL	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)	chr11q23	-	NP_001184033|NP_005924
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212079_s_at	MLL	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)	chr11q23	-	NP_001184033|NP_005924
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212080_at	MLL	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)	chr11q23	-	NP_001184033|NP_005924
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212081_x_at	PRRC2A	proline-rich coiled-coil 2A	chr6p21.3	-	NP_004629|NP_542417
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212082_s_at	MYL6	myosin, light chain 6, alkali, smooth muscle and non-muscle	chr12q13.2	-	NP_066299|NP_524147
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212083_at	TEX261	testis expressed 261	chr2p13.3	-	NP_653183
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212084_at	TEX261	testis expressed 261	chr2p13.3	-	NP_653183
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212085_at	SLC25A6	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 6	chrXp22.32 and Yp11.3	-	NP_001627
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212086_x_at	LMNA	lamin A/C	chr1q22	-	NP_001244303|NP_005563|NP_733821|NP_733822
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212087_s_at	ERAL1	Era G-protein-like 1 (E. coli)	chr17q11.2	-	NP_005693
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212088_at	PMPCA	peptidase (mitochondrial processing) alpha	chr9q34.3	-	NP_055975
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212089_at	LMNA	lamin A/C	chr1q22	-	NP_001244303|NP_005563|NP_733821|NP_733822
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212090_at	GRINA	glutamate receptor, ionotropic, N-methyl D-aspartate-associated protein 1 (glutamate binding)	chr8q24.3	-	NP_000828|NP_001009184
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212091_s_at	COL6A1	collagen, type VI, alpha 1	chr21q22.3	-	NP_001839
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212092_at	PEG10	paternally expressed 10	chr7q21	-	NP_001035242|NP_001165908|NP_001165909|NP_001171890|NP_001171891|NP_055883
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212093_s_at	MTUS1	microtubule associated tumor suppressor 1	chr8p22	-	NP_001001924|NP_001001925|NP_001001931|NP_001159865|NP_065800
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212094_at	PEG10	paternally expressed 10	chr7q21	-	NP_001035242|NP_001165908|NP_001165909|NP_001171890|NP_001171891|NP_055883
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212095_s_at	MTUS1	microtubule associated tumor suppressor 1	chr8p22	-	NP_001001924|NP_001001925|NP_001001931|NP_001159865|NP_065800
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212096_s_at	MTUS1	microtubule associated tumor suppressor 1	chr8p22	-	NP_001001924|NP_001001925|NP_001001931|NP_001159865|NP_065800
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212097_at	CAV1	caveolin 1, caveolae protein, 22kDa	chr7q31.1	-	NP_001166366|NP_001166367|NP_001166368|NP_001744
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212098_at	MGAT5	mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase	chr2q21.3	-	NP_002401
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212099_at	RHOB	ras homolog family member B	chr2p24	-	NP_004031
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212100_s_at	POLDIP3	polymerase (DNA-directed), delta interacting protein 3	chr22q13.2	-	NP_115687|NP_835237
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212101_at	KPNA6|LOC100652828|LOC100653335	karyopherin alpha 6 (importin alpha 7)|uncharacterized LOC100652828|uncharacterized LOC100653335	chr1p35.1	-	NP_036448
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212102_s_at	KPNA6|LOC100652828|LOC100653335	karyopherin alpha 6 (importin alpha 7)|uncharacterized LOC100652828|uncharacterized LOC100653335	chr1p35.1	-	NP_036448
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212103_at	KPNA6|LOC100652828|LOC100653335	karyopherin alpha 6 (importin alpha 7)|uncharacterized LOC100652828|uncharacterized LOC100653335	chr1p35.1	-	NP_036448
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212104_s_at	RBFOX2	RNA binding protein, fox-1 homolog (C. elegans) 2	chr22q13.1	-	NP_001026865|NP_001076045|NP_001076046|NP_001076047|NP_001076048|NP_055124
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212105_s_at	DHX9	DEAH (Asp-Glu-Ala-His) box polypeptide 9	chr1q25	-	NP_001348
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212106_at	FAF2	Fas associated factor family member 2	chr5q35.2	-	NP_055428
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212107_s_at	DHX9	DEAH (Asp-Glu-Ala-His) box polypeptide 9	chr1q25	-	NP_001348
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212108_at	FAF2	Fas associated factor family member 2	chr5q35.2	-	NP_055428
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212109_at	HN1L	hematological and neurological expressed 1-like	chr16p13.3	-	NP_653171
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212110_at	SLC39A14	solute carrier family 39 (zinc transporter), member 14	chr8p21.3	-	NP_001121903|NP_001128625|NP_001128626|NP_056174
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212111_at	STX12	syntaxin 12	chr1p35.3	-	NP_803173
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212112_s_at	STX12	syntaxin 12	chr1p35.3	-	NP_803173
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212113_at	ATXN7L3B	ataxin 7-like 3B	chr12q21	-	NP_001129734
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212114_at	ATXN7L3B	ataxin 7-like 3B	chr12q21	-	NP_001129734
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212115_at	HN1L	hematological and neurological expressed 1-like	chr16p13.3	-	NP_653171
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212116_at	TRIM27	tripartite motif containing 27	chr6p22	-	NP_006501
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212117_at	RHOQ	ras homolog family member Q	chr2p21	-	NP_036381
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212118_at	TRIM27	tripartite motif containing 27	chr6p22	-	NP_006501
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212119_at	RHOQ	ras homolog family member Q	chr2p21	-	NP_036381
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212120_at	RHOQ	ras homolog family member Q	chr2p21	-	NP_036381
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212121_at	TCTN3	tectonic family member 3	chr10q24.1	-	NP_001137445|NP_056446
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212122_at	RHOQ	ras homolog family member Q	chr2p21	-	NP_036381
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212123_at	TCTN3	tectonic family member 3	chr10q24.1	-	NP_001137445|NP_056446
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212124_at	ZMIZ1	zinc finger, MIZ-type containing 1	chr10q22.3	-	NP_065071
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212125_at	RANGAP1	Ran GTPase activating protein 1	chr22q13	-	NP_002874
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212126_at	CBX5	chromobox homolog 5	chr12q13.13	-	NP_001120793|NP_001120794|NP_036249
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212127_at	RANGAP1	Ran GTPase activating protein 1	chr22q13	-	NP_002874
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212128_s_at	DAG1	dystroglycan 1 (dystrophin-associated glycoprotein 1)	chr3p21	-	NP_001159400|NP_001171105|NP_001171106|NP_001171107|NP_001171108|NP_001171109|NP_001171110|NP_001171111|NP_001171112|NP_001171113|NP_001171114|NP_001171115|NP_004384
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212129_at	NIPA2	non imprinted in Prader-Willi/Angelman syndrome 2	chr15q11.2	-	NP_001008860|NP_001008892|NP_001008894|NP_001171817|NP_001171818|NP_112184
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212130_x_at	EIF1	eukaryotic translation initiation factor 1	chr17q21.2	-	NP_005792
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212131_at	LSM14A	LSM14A, SCD6 homolog A (S. cerevisiae)	chr19q13.11	-	NP_001107565|NP_056393
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212132_at	LSM14A	LSM14A, SCD6 homolog A (S. cerevisiae)	chr19q13.11	-	NP_001107565|NP_056393
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212133_at	NIPA2	non imprinted in Prader-Willi/Angelman syndrome 2	chr15q11.2	-	NP_001008860|NP_001008892|NP_001008894|NP_001171817|NP_001171818|NP_112184
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212134_at	PHLDB1	pleckstrin homology-like domain, family B, member 1	chr11q23.3	-	NP_001138230|NP_001138231|NP_055972
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212135_s_at	ATP2B4	ATPase, Ca++ transporting, plasma membrane 4	chr1q32.1	-	NP_001001396|NP_001675
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212136_at	ATP2B4	ATPase, Ca++ transporting, plasma membrane 4	chr1q32.1	-	NP_001001396|NP_001675
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212137_at	LARP1	La ribonucleoprotein domain family, member 1	chr5q33.2	-	NP_056130
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212138_at	PDS5A	PDS5, regulator of cohesion maintenance, homolog A (S. cerevisiae)	chr4p14	-	NP_001093869|NP_001093870
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212139_at	GCN1L1	GCN1 general control of amino-acid synthesis 1-like 1 (yeast)	chr12q24.2	-	NP_006827
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212140_at	PDS5A	PDS5, regulator of cohesion maintenance, homolog A (S. cerevisiae)	chr4p14	-	NP_001093869|NP_001093870
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212141_at	MCM4	minichromosome maintenance complex component 4	chr8q11.2	-	NP_005905|NP_877423
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212142_at	MCM4	minichromosome maintenance complex component 4	chr8q11.2	-	NP_005905|NP_877423
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212143_s_at	IGFBP3	insulin-like growth factor binding protein 3	chr7p13-p12	-	NP_000589|NP_001013416
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212144_at	SUN2	Sad1 and UNC84 domain containing 2	chr22q13.1	-	NP_001186508|NP_001186509|NP_056189
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212145_at	MRPS27	mitochondrial ribosomal protein S27	chr5q13.2	-	NP_055899
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212146_at	PLEKHM2	pleckstrin homology domain containing, family M (with RUN domain) member 2	chr1p36.21	-	NP_055979
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212147_at	SMG5	smg-5 homolog, nonsense mediated mRNA decay factor (C. elegans)	chr1q21.2	-	NP_056142
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212148_at	PBX1	pre-B-cell leukemia homeobox 1	chr1q23	-	NP_001191890|NP_001191892|NP_002576
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212149_at	EFR3A	EFR3 homolog A (S. cerevisiae)	chr8q24.22	-	NP_055952
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212150_at	EFR3A	EFR3 homolog A (S. cerevisiae)	chr8q24.22	-	NP_055952
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212151_at	PBX1	pre-B-cell leukemia homeobox 1	chr1q23	-	NP_001191890|NP_001191892|NP_002576
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212152_x_at	ARID1A	AT rich interactive domain 1A (SWI-like)	chr1p35.3	-	NP_006006|NP_624361
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212153_at	POGZ	pogo transposable element with ZNF domain	chr1q21.3	-	NP_001181866|NP_001181867|NP_055915|NP_665739|NP_997054
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212154_at	SDC2	syndecan 2	chr8q22-q23	-	NP_002989
