CloneID	Ch	Start	End	Gene	BxPC-3_vs_humd	DanG_vs_humd	HPAC_vs_humd	HUP-T4_vs_humd	PA-8902_vs_humd	Panc1_vs_humd	SU86.86_vs_humd
A_23_P58877	6	117988248	117988368	DCBLD1	-0.266158385	0.202677255	-0.025914374	-0.462781288	0.227809199	0.319766711	0.233653576
A_23_P336040	6	117994673	117994793	DCBLD1	-0.136650037	0.353973428		-0.376233321	0.299818249	0.681348376	0.350062156
A_23_P42020	6	118930007	118930127	C6orf204	-0.036958193	-0.091570243	-1.440904793	0.21660177	0.21156459	0.086309207	0.148122928
A_23_P30614	6	118987990	118988110	C6orf204	-0.196132715	-0.105650584	-0.373742722	-0.585771039	-0.088966381	0.114711727	0.034732955
A_23_P396123	6	119017008	119017128	C6orf204					-0.031998783	0.677874116	0.128354992
A_23_P30631	6	119242140	119242260	Q9NXL9	-0.321003457	-0.078296886		-0.626646886		0.361213499	0.314433157
A_23_P19219	6	119268482	119268602	ASF1A	-0.204455775	0.099659995	-0.291399796	-0.372493601	0.177743449	0.466693431	0.183813888
A_23_P397347	6	119273586	119273706	MCMDC1	-0.361779441	0.033962364	-0.350997756	-0.534732465	0.028826565	0.215631404	0.163252852
A_23_P167818	6	119322878	119322998	C6orf60	-0.28339455	-0.038095343	0.001902027	-0.593225177	-0.102012907	0.378730192	0.350254584
A_23_P156431	6	119543129	119543249	MAN1A1	-0.046275423	0.352585603	-0.233467391	-0.419423132	0.325364593	0.343853487	0.057614414
A_23_P326325	6	121453648	121453768	C6orf170	0.173145928	-0.065942894	-0.928783124			0.199429339	-0.001938861
A_23_P122746	6	122795199	122795319	HSF2	-0.059930333	-0.10197344	-0.403111129	0.101991574	-0.123743664	0.392514814	0.333617769
A_23_P253131	6	122806906	122807026	TDE2	0.112819927	-0.070551424	-0.20456992		-0.025298903	-0.035707442	0.103184037
A_23_P145529	6	123087975	123088095	PKIB	0.266352968	0.099475621	-0.055144977	0.324286522	0.021564813	0.392766295	0.205191801
A_23_P72117	6	123172243	123172363	SMPDL3A	0.358956534	-0.108310384	-0.993595455	0.157861975	0.010019343	0.090282011	0.261232069
A_23_P363123	6	123373829	123373949		-0.106127531	0.352412331	0.074552619	1.092613656	0.534946765	0.35352125	-0.015476105
A_23_P316501	6	125188216	125188336	TCBA1	0.222706598	-0.545160903					0.0235048
A_23_P353005	6	125446104	125446224	IBRDC1	0.420927961	0.19365232	0.209796176	0.350191053	0.125576254	0.521722089	0.243208414
A_23_P31143	6	125626083	125626203	TPD52L1	0.106528061		5.342246911		-0.052028715	0.147454904	0.067074886
A_23_P122796	6	125638364	125638484	C6orf74	0.482401993	-0.042175877	-0.308236393	-0.015338531	-0.237970189	0.514508371	
A_23_P156957	6	126291753	126291873	NCOA7	0.123942398	-0.006211633			-0.048946522	0.230778249	0.202997786
A_23_P145574	6	126340559	126340679	HINT3	0.053945558	0.088249302	-1.072260226	0.501561794		0.29432869	0.261078012
A_23_P111402	6	127559666	127559786	THSD2	0.263175478	0.120112822				0.461273447	0.149163304
A_23_P257201	6	127650410	127650530	RNF146	0.690146163		-0.439821295	0.332004329	0.232397212	0.189978483	0.130076114
A_23_P215051	6	127651527	127651647	ECHDC1	0.539522125	0.098447917		0.206085173	0.020032972	0.352574679	0.23757264
A_23_P215048	6	127806572	127806692	O43158	0.323544071	-0.336560426	-0.638928667	-0.008212759	-0.12424688	-0.012819421	0.267847706
A_23_P93599	6	127954353	127954473	AAH62712	0.352842951	-0.380416228	-0.907415913	-0.101912949	-0.500449312	-0.012475218	0.144908947
A_23_P254924	6	128331752	128331872	PTPRK	0.264819722	0.304366608				0.344450844	0.346932624
A_23_P254242	6	128332614	128332734	PTPRK	0.12996588	-0.004036181	-0.137205944		0.099148348	-0.061370267	0.200799605
A_23_P31838	6	128942915	128943035		0.06174627	0.523172591		0.656269646	0.651504631	-0.020682391	-0.183823188
A_23_P82121	6	129940304	129940424	ARHGAP18	0.135865339	-0.20195884	-0.609220089	-0.074591627	-0.335137245	-0.050580379	0.196668961
A_23_P93524	6	130507413	130507533	Q8NB96	0.282516182	0.11577377	-0.044476356	0.24887761	-0.092943865	0.157942852	0.260666671
A_23_P391906	6	130805958	130806078	Q86VY9	0.084159876	0.047226272	0.385281879	0.138721695	0.010245453	0.085037475	0.131177477
A_23_P122717	6	131247868	131247988	EPB41L2	-0.02836234	0.040066893	-0.012556008		0.253929167	0.17747649	0.236490986
A_23_P259594	6	131645993	131646113	AKAP7	-0.296664955	-0.277269371	-0.941336411	-0.104078363	-0.246844771	-0.146414754	0.272160044
A_23_P111321	6	131947005	131947125	ARG1	0.037700155		-0.469226093		-1.253146474	-0.127746479	
A_23_P145501	6	131950421	131950541	CRSP3	-0.107568317	0.190203036	-0.613651589	0.480597762	0.256144577	-0.038557306	0.232464712
A_23_P404536	6	132109558	132109678	ENPP3	-0.262458627	-0.088940991		0.036223826	-0.24450207	0.230164234	0.14058754
A_23_P44215	6	132110041	132110161		-0.343389279	-0.3470569	-0.782473956	-0.133566121	-0.36983367	-0.057065478	0.212138284
A_23_P156880	6	132253503	132253623	ENPP1	0.013905541	-0.132729691	-0.480521215	-0.012105644	-0.116028511	-0.125086115	0.178381071
A_23_P19663	6	132311762	132311882	CTGF	0.048861193	-0.008455125		0.197060938	0.015189279	0.024240689	0.164606097
A_23_P31064	6	132659018	132659138	MOXD1	-0.079341657	0.032578708	-0.241589911	0.174344559	-0.052484874	-0.046347215	0.272212839
A_23_P214923	6	132822353	132822473		-0.123526116	-0.011827191	-0.342828888	0.03847449	-0.04876299	-0.020671953	0.184430271
A_23_P303260	6	132822797	132822917	STX7	-0.02328129	-0.108964726	-0.453401497	0.121470211	-0.027643261	-0.03249652	0.073391592
A_23_P168266	6	132902002	132902122	TRAR3	-0.311548736	0.147350518	-0.438502359	0.233429474	0.111972022	0.035441674	0.278702503
A_23_P8269	6	132915777	132915897	TRAR5	-0.591804377	0.009744937	-0.372817128		0.047370523	0.048440288	0.215600654
A_23_P328679	6	132933439	132933559	TRAR4	-0.28417535	-0.053893809		-0.026606524	0.011467931	0.023998033	0.125509358
A_23_P255968	6	132951788	132951908	PNR	0.054342797	-0.055707482	0.774223651	0.030749315	0.005824291	0.068592423	-0.009727635
A_23_P59331	6	132971366	132971486		-0.132686224	0.224646694	0.11926318	0.287784395	0.366710763	0.230653689	0.464590927
A_23_P70733	6	132980357	132980477	GPR58	-0.156198152	0.135556618	0.580459704	0.200255869	0.091805471	0.227989866	0.317634781
A_23_P93531	6	133007887	133008007	TRAR1	-0.322992517	-0.060135718		0.459813902	0.146144367	0.025153057	0.288705425
A_23_P255345	6	133046017	133046137	VNN1	-0.18557025	-0.0469985	0.005126883	0.030134672	0.020129864	-0.046691339	0.219088538
A_23_P214930	6	133085656	133085776	VNN3	-0.174870239	-0.239173103	-0.525145628	-0.352160035	-0.312557437	-0.042057647	0.300233321
A_23_P122724	6	133106798	133106918	VNN2	0.1812541	0.246104786	0.170582534	0.531455593	0.448991453	0.076477776	-0.229221875
A_23_P134113	6	133132182	133132302	C6orf192	-0.147125781	-0.105342932	-0.041511429		0.006356825	0.039317359	0.466878239
A_23_P145504	6	133892198	133892318	EYA4	-0.265386592	-0.08616905	-0.236168557		-0.15423723	-0.000322275	0.235955742
A_23_P342165	6	134259089	134259209	Q8NAA3	-0.282042724	-0.067168195	-0.386436326	0.169341922	-0.139378102	-0.039991091	-0.090434094
A_23_P168276	6	134350047	134350167	TBPL1	-0.113648761	0.02226575	-0.169248261	0.163292349		0.247671838	0.255465225
A_23_P394996	6	134353471	134353591	SLC2A12	-0.059655362		-0.437097235	0.735282819	0.624707798	-0.015428895	0.081107428
A_23_P8279	6	134391800	134391920	SLC2A12	-0.305220766	0.531946612	0.006057173	1.230114272	1.128646975	-0.016506575	0.236308315
A_23_P19673	6	134532288	134532408	SGK	-0.294694411	-0.0749273	-0.036373768	0.140186975	-0.029951489	0.004800472	0.334537088
A_23_P214941	6	135281078	135281198	ALDH8A1	0.27287763	-0.108183965	-0.537403047	0.127894755	-0.159325163	0.112641281	0.211921519
A_23_P254379	6	135329099	135329219	HBS1L	0.196158241	-0.193908337	-0.3326147	0.014848028	-0.101928776	0.02132425	0.113728518
A_23_P31073	6	135581855	135581975	MYB	0.087091434	-0.039172685			0.092401907	0.019657914	0.298792718
A_23_P253752	6	136594024	136594144	DUFD1	0.147352507	0.000869347		0.064617206	0.05487798	0.049117032	0.212407237
A_23_P82141	6	136700734	136700854		0.193465786	0.077648429	-0.086654313	0.502865232	0.245499432	0.07798683	0.234196846
A_23_P122736	6	136706889	136707009	MAP7	0.161022234	-0.027775296		0.019555877		-0.014896997	0.06297144
A_23_P134125	6	136919981	136920101	MAP3K5	0.300622792	-0.180593356	-0.412890519	0.315046257	0.075898793	-0.068879991	0.388850954
A_23_P93543	6	137276247	137276367	PEX7	0.165202629	0.595620279		0.921620291	0.913935714		0.22421228
A_23_P145514	6	137362829	137362949	IL20RA	0.314496929	0.503348438		0.64007555	0.587027915		0.167015313
A_23_P168288	6	137506860	137506980	IL22RA2	0.132152276	0.008374026			0.322146361	-0.118078179	0.280990298
A_23_P8281	6	137560510	137560630	IFNGR1		-0.142258668		0.168819211	0.021528693	0.062267644	0.375928806
A_23_P382218	6	137856870	137856990	OLIG3		0.338414342		0.45647484	0.372465228	0.212820533	0.545232118
A_23_P156898	6	138245574	138245694	TNFAIP3	0.233330914	0.348122657		0.369825195	0.421447106	0.158341115	0.273165937
A_23_P214950	6	138453688	138453808	PERP	0.091795027	-0.042787415			0.249192227	0.090963679	0.235246505
A_23_P255942	6	138579095	138579215	KIAA1244	0.070788782	-0.016236392	-0.312390238		0.147371863	0.036725305	0.321341804
A_23_P19691	6	138767987	138768107	HEBP2	0.013680387	-0.22751122		0.082393964	0.083189122	-0.206696696	0.050059214
A_23_P31085	6	139155880	139156000	C6orf80	0.186059318	-0.010682111		0.286622249		-0.136769983	0.167948864
A_23_P70748	6	139267739	139267859	REPS1	0.187142151	0.118373701	-0.170021384	0.299277618	0.156550274	0.149677236	0.06577345
A_23_P59349	6	139543277	139543397	HECA	0.219048952	0.168158823	-0.290899927	0.168336916	0.093489538	0.047672125	0.160332014
A_23_P434398	6	139603102	139603222	Q8N3S2	0.22263771	-0.072225628		0.219943705		0.123728737	0.200899974
A_23_P82154	6	139603838	139603958	Q8N3S2	0.310091616	0.258304342	0.355488886	0.294286785	0.094109473	0.337909966	0.283891302
A_23_P214969	6	139735224	139735344	CITED2	0.385743149	-0.098476356	-0.115271573	0.071328023	-0.122551622	0.099013158	0.314295266
A_23_P70634	6	142441338	142441458	NMBR	0.287568876	-0.063360405	-0.128948104	0.190434429	0.115880466	0.038609161	0.328795365
A_23_P377191	6	142726406	142726526	GPR126	0.345993475	-0.118698406		0.267702476	0.241693996	0.450366948	0.222522613
A_23_P59231	6	142728082	142728202	GPR126	0.20493536	0.164845785		0.400283645	0.326973075	0.388472509	0.412125851
A_23_P214756	6	142780041	142780161	GPR126	0.22437562	0.197436698			0.253397572	0.181506893	0.268872433
A_23_P214766	6	143114483	143114603	HIVEP2	0.261092466	-0.046365543	-0.118622826	0.108295572	0.077194492	-0.045830199	0.281776252
A_23_P93431	6	143702891	143703011	AIG1	0.111821866	0.064577555	0.101410575	0.216400042	0.147395499	-0.004538196	-0.073195996
A_23_P134014	6	143791147	143791267	DEADC1	0.210326289	0.01777582	-0.197533569	0.158452835	0.112407591	-0.00338994	0.306830168
A_23_P259328	6	143852344	143852464	PEX3	0.354458973	-0.065622528		0.167494119	0.317740177	0.056006262	0.527880705
A_23_P145408	6	143858544	143858664	FUCA2	0.213805656	-0.175529749		-0.065134981		-0.085499659	0.249707165
A_23_P111240	6	144187861	144187981	CF56_HUMAN	0.193590499	0.068182565	-0.209291709		0.382263682	0.139972456	0.125332537
A_23_P122624	6	144226259	144226379	C6orf93	0.384573629	-0.01244537		0.211014096		0.075730664	0.019328464
A_23_P19576	6	144457790	144457910	SF3B5	0.033004623	0.221476975		0.333401306	0.461157909	0.1473387	0.273229603
A_23_P156788	6	144550330	144550450	STX11	0.145409588	0.059157111	-0.072278099	0.408707027	0.279574885	0.036878024	0.260212263
A_23_P318840	6	145203534	145203654	UTRN	-0.133153174	-0.007124377	-0.09886708	0.27987935	0.445377845	0.123289808	0.068045868
A_23_P214772	6	145213840	145213960		0.201182387	0.26266962		0.259114384	0.168750684	0.149076553	0.218866323
A_23_P170600	6	145988979	145989099	EPM2A	0.130113391	0.071817082	-0.114040349	0.186416326	0.153650802	0.178407552	0.449874427
A_23_P59240	6	145988980	145989100	EPM2A	0.334625263	0.201244142	0.172728487	0.184142266	0.094808984	0.22922966	0.281317354
A_23_P256231	6	146161183	146161303	FBXO30	0.179415219	0.108021285		0.361956421	0.340676343	0.193931081	0.367562917
A_23_P337790	6	146248113	146248233	SHPRH	0.058859241	-0.191523103	-0.606731913	0.117519157	0.276051533	-0.053962835	0.127891203
A_23_P30973	6	146800271	146800391	GRM1	-0.019643593	0.057733383	-0.518492411	0.154875614	0.181462442		0.208836712
A_23_P42375	6	146917411	146917531	RAB32	-0.145353489	-0.066909434	-0.239533102	0.164685513	0.214113252	-0.120838833	0.111547039
A_23_P70643	6	147164686	147164806	Q9HAA5	0.234093273		-0.546756658	0.376413497	0.205638139	0.026816852	0.210002165
A_23_P82047	6	147749381	147749501		0.010884157	-0.014832407	-0.208803253		0.193449222	-0.004684752	0.16085818
A_23_P93442	6	148911748	148911868	SASH1	0.296914161	0.311196925	0.146640264	0.397774937	0.430050469	0.107174566	0.206996465
A_23_P8309	6	149384172	149384292	UST	0.22964529	0.112586386	0.218836915	0.292576057			0.307459098
A_23_P314145	6	149439201	149439321	UST	0.218826725		-0.310669685		-0.058025704	-0.040337192	0.269702347
A_23_P19702	6	149774197	149774317	MAP3K7IP2	0.153458604	-0.153154147	-0.062663926	0.257847792	0.207207268	-0.097727154	0.173629449
A_23_P42507	6	149874937	149875057	PPIL4	0.227194427	0.673625582		0.33762005	0.099899431	0.49004636	0.228234151
A_23_P31109	6	149953611	149953731	C6orf72	0.219108477	0.208527614		0.279746102	0.181793122	0.073212356	0.251655265
A_23_P59319	6	149953714	149953834		0.230689615	0.184563494		0.360106157	0.273217878	0.001580288	0.264715018
A_23_P113803	6	149957856	149957976	KATNA1	0.123639792	-0.103870449	-0.134945126	0.250387283	0.168852489	0.0980124	0.500200894
A_23_P366230	6	150024015	150024135	LATS1	0.170584128	0.004577265	-0.116841877	0.181029941	0.056907963	0.130350836	0.261136156
A_23_P214919	6	150093386	150093506	LATS1	0.142840058	-0.110908439	-0.490130108		0.01855445	0.08275326	0.314782423
A_23_P252866	6	150206782	150206902	PCMT1	0.685902124	-0.125157249	-0.464619014	-0.161264454	0.035643555	-0.096705425	0.16146375
A_23_P19652	6	150232792	150232912	LRP11	0.249602138	0.09225435	-0.077892377	0.306294004	0.096356602	0.220196821	0.15461429
A_23_P8252	6	150301748	150301868	RAET1E	0.186580242	-0.207611207	-0.517355404	-0.089129325	-0.108180629	-0.159659279	0.02717791
A_23_P156873	6	150381958	150382078	ULBP1	0.308273549	0.170993015	-0.388425521	0.416276593	0.168002168	0.090317178	0.200654289
A_23_P134100	6	150478780	150478900	ULBP3	-0.105703978	0.502419946	0.364260987	0.702132404	0.607210821	0.155662218	0.183097287
A_23_P45011	6	150662990	150663110	PPP1R14C	0.082537116			-0.134472936		-0.212116219	
A_23_P257617	6	150663010	150663130	PPP1R14C	0.147824937			0.287351465		0.044187339	0.338214616
A_23_P214897	6	151762059	151762179	AKAP12	0.1938325	0.420171784	0.367478131		0.430359478	0.307106642	0.279423944
A_23_P82108	6	151778174	151778294	ZBTB2	0.165549935	0.055903676	0.179097694			0.160875633	0.452027204
A_23_P70708	6	151818387	151818507	C6orf96	0.09843935	0.396877383	-0.025741243		0.527114775	-0.178522507	0.026910835
A_23_P254472	6	151882862	151882982	C6orf211	0.077199515	-0.082805327	-0.342344512	0.183025552	0.153811911	0.113033211	0.315172513
A_23_P93510	6	152031354	152031474	C6orf97	0.165415024	0.003413465		0.082840894	-0.017961794	0.006962518	0.094581092
A_23_P59308	6	152511922	152512042	ESR1	0.307409239	0.28805126		0.189048811	0.31518474	0.32486934	
A_23_P309739	6	152515961	152516081	ESR1	0.150980848	0.052218129	-0.35193471	0.235629895	0.054896587	0.070704469	0.339592856
A_23_P500861	6	152535105	152535225	SYNE1	0.211779515	-0.130397929		0.106158842	-0.071133195	-0.060552426	0.105650168
A_23_P42451	6	152848971	152849091	SYNE1	0.283917818	-0.188557566	-0.471742984	0.103147117	0.249168658	0.27840056	0.087999102
A_23_P31046	6	153135405	153135525	MYCT1	0.175446205	-0.006098934		0.221036312		-0.005408339	0.067433635
A_23_P19650	6	153169349	153169469	VIP	0.423143226	0.037239219	-0.037016251		0.14858822	0.159785653	0.291241748
A_23_P8241	6	153383900	153384020	FBXO5	0.217302546	-0.094212846	-0.298158296	0.240886258	0.229758877	-0.080164395	0.146779169
A_23_P156861	6	153424775	153424895	RGS17	0.169408072	-0.047529243	-0.67141601	0.281212575	0.188626377	-0.152268339	0.065460359
A_23_P145480	6	154532268	154532388	OPRM1	0.295464769	-0.295375388	-1.001300642	0.1785533	0.110148306	-0.251178831	0.084110245
A_23_P122694	6	154572791	154572911	PIP3-E	0.314674083	-0.184858088	-0.397654347	-0.041679891	0.009763609	-0.212097129	
A_23_P134085	6	154818601	154818721	MAGI1	0.306697305	-0.093212039		0.200553425	-0.062344382	0.13572457	0.334118003
A_23_P111303	6	155246919	155247039	RBM16	0.309577857	0.022229187	-0.332994344	0.00347631	0.091534064	0.319323128	0.139906132
A_23_P93499	6	155673498	155673618	TFB1M	0.266527293	-0.02425275		0.381278009	0.270845502	-0.015113494	0.165485692
A_23_P82099	6	155808664	155808784	NOX3	0.253903076	-0.13981202		0.238549582	-0.00694611	0.030900116	0.264476551
A_23_P250619	6	158064817	158064937	ZDHHC14	0.163089232	0.033893042	-0.265197384	0.237310451	0.294653478	0.009482465	0.253586481
A_23_P214789	6	158335673	158335793	SNX9	0.145923819	-0.095673125	-0.237416308	0.004369809	0.196817442	0.033776913	0.301921037
A_23_P316974	6	158489579	158489699	SYNJ2	0.256231974	0.001854403		0.467432305	0.445441476	-0.036610348	0.36431888
A_23_P145419	6	158502646	158502766	SERAC1	0.751601056	-0.144184948	-0.743692692	0.152163413	0.247400375	-0.084772806	0.124916979
A_23_P156802	6	158899004	158899124	TULP4	0.17188739	0.004184546			0.038701311	0.017000348	0.203040485
A_23_P382045	6	158903010	158903130	TULP4	0.561166878	0.418191116		0.566056214	0.642964049	0.138019056	0.309117254
A_23_P8185	6	159028032	159028152	TCTEL1	-0.061688272	-0.173083719	-0.409906678	0.015622295	-0.063687059	0.006829924	0.187286054
A_23_P168188	6	159156142	159156262	BAC85142	0.233678683	-0.202280264	-0.375893998	0.107769124	0.394429902	0.030672808	0.41427374
A_23_P19590	6	159158018	159158138	VIL2	0.012618677	0.093038294	-0.233568984	0.072104588	0.202587882	-0.031479918	0.156757458
A_23_P304395	6	159233221	159233341	LOC202459	-0.043301003	0.428219912	0.168861734	0.602952613	0.180265861	0.453092135	-0.202706012
A_23_P257497	6	159301635	159301755		0.078486997				-0.108791983	0.103709837	0.294503122
A_23_P59397	6	159368808	159368928	RSHL2	0.20402196	0.203095375		0.356687077	0.29866483	0.28214239	0.42256327
A_23_P253145	6	159426790	159426910	TAGAP	0.264246062	-0.178236757		0.075785312	0.033265079	0.016355447	0.26068064
A_23_P134176	6	160073940	160074060	SOD2	0.038368374	-0.001101191		0.288470525	0.307661603	-0.011642107	0.187822991
A_23_P31135	6	160170164	160170284	ACAT2	0.065241092	-0.007929515	-0.009456756	-0.226357136	-0.056323771	-0.107322651	0.071457247
A_23_P383835	6	160170249	160170369	ACAT2	0.468271976	0.005684797		0.314040045	0.153286967	0.047898763	0.338049589
A_23_P8339	6	160189444	160189564	MRPL18	0.118990827	0.053888321	-0.520892702	0.481896326	0.236233279	0.17437342	0.224827683
A_23_P168339	6	160299174	160299294	MAS1	0.279574826	0.172608026	-0.101033818	0.393347262	0.086687301	0.053774474	
A_23_P156951	6	160496765	160496885	IGF2R	0.183218725	-0.076043504	-0.193825363	0.165257398	-0.037995731	-0.049833757	0.266856525
A_23_P334021	6	160497464	160497584	IGF2R	-0.027748236	-0.238786534			-0.136711269	-0.104536875	0.180161418
A_23_P111395	6	160608576	160608696	SLC22A2	0.175195908	0.199176058	-0.045051219	0.373468278	0.243051461	0.152737982	0.385275304
A_23_P257343	6	160858845	160858965	LPAL2	0.234110371	-0.164789673			0.068931898	-0.103567898	0.05668964
A_23_P95221	6	160922965	160923085	LPA	0.179659756	0.017604164	-0.065488038	0.16411556	-0.05764521	0.199224137	0.185047471
A_23_P42096	6	161506581	161506701	MAP3K4	0.23180762	0.032421886	0.240013515	0.381023206	0.152017577	0.187594393	0.324202666
A_23_P259040	6	161524594	161524714		0.049771871	-0.226098805	-0.356530164	0.036569251	-0.166997016	-0.097234695	-0.051922973
A_23_P58960	6	161527742	161527862	AGPAT4	0.18021785	0.098649051	-0.014818429	0.033638704	0.361347427	0.023305938	-0.09004759
A_23_P70359	6	161551687	161551807	AGPAT4	0.280625609	-0.208371758	-0.384826447	0.122415137	-0.016741296	0.015332454	0.202875423
A_23_P136077	6	161740128	161740248	PARK2	0.283501692	0.404871438	-0.93535906	0.40537032	0.438246014		0.177141344
A_23_P124687	6	161740148	161740268	PARK2	0.147876973	-0.049651596	-0.437124498		0.326718999	-0.126748185	0.149474975
A_23_P147465	6	162445479	162445599	PARK2	0.30684295	-0.393554467	-0.382244524	0.233713591	-0.086927332	0.056192789	-0.04153085
A_23_P170901	6	163480725	163480845	PACRG	0.10653373	-0.044829185	-0.02074141	0.334493633	0.162502608	0.092276773	0.227277636
A_23_P368750	6	165673807	165673927	C6orf118	-0.769593234	-0.036668108	-0.098067191	0.202006595	-0.075444974	0.182212056	0.212399897
A_23_P214370	6	165716435	165716555	PDE10A	-1.132447309	-0.048331741		0.259545687	0.181012968	-0.036671608	0.236993183
A_23_P251879	6	166548643	166548763	T	-0.727337732	-0.149293366	-0.911631417			-0.18235571	0.242128685
A_23_P402241	6	166691594	166691714	MGC35308	0.019206962	-0.064519138	0.159873633	0.087238467	-0.037622048	-0.136479211	0.095140124
A_23_P110961	6	166748798	166748918	BRP44L	-0.920087215	0.046101939		0.268850024	0.241542541	0.098208518	0.244145928
A_23_P335920	6	166795083	166795203	RPS6KA2	-0.887272407	-0.068092524	-0.160319002	0.20859377	-0.088105056	0.390698833	0.267917172
A_23_P30707	6	167328567	167328687	RNASET2	-1.042158548	0.113963194			0.244887001	0.475840993	0.361342562
A_23_P145134	6	167424074	167424194	FGFR1OP	-0.962326762	-0.537003482	-0.98332411	-0.120396025	-0.389770917	0.373276258	0.17120539
A_23_P214391	6	167523413	167523533		-0.339449047	-0.127989265	-0.121454268	-0.311676277	0.00672504	0.08520615	0.068155904
A_23_P42112	6	167541283	167541403	GPR31	-0.106979038	-0.25530586	-0.251664039	-0.162493668	-0.221224055	-0.047002196	0.098478386
A_23_P214402	6	167687873	167687993	UNC93A	0.318280685	-0.192013596	-0.175501817	0.170867215	0.055372443	0.377835699	-0.030005193
A_23_P7901	6	167725610	167725730	TTLL2	0.189621462	0.208029653	0.134286887	0.348698764	0.22257961	0.449362953	0.39799505
A_23_P258842	6	167741076	167741196	TTLL2	0.283728197	0.186401585	-0.013249604	0.42080515	0.040502529	0.549934513	
A_23_P256603	6	168171224	168171344	MLLT4	0.226213945	-0.033359187		0.312639034	0.267235474	0.279779794	0.381171103
A_23_P93110	6	168212151	168212271	C6orf54	0.311536938	-0.409157513	-1.28444614	0.008382803	-0.115842995	0.1401509	0.276999585
A_23_P59410	6	168264192	168264312	KIF25	0.185383512	-0.026371913	-0.169703115	0.503263512	0.229953908	0.39897517	0.215491444
A_23_P81717	6	168275735	168275855	FRMD1	-0.147888553	-0.194148278		-0.09321564	-0.261935209	-0.091390112	-0.243595165
A_23_P70307	6	168886075	168886195	SMOC2	0.052868866	-0.470242177	-0.694580057	-0.237731677	-0.109222965	0.19247043	-0.034077388
A_23_P253652	6	169433763	169433883	THBS2	0.079020927	-0.167329181	-0.436284317	0.124477713	0.078245072	0.23480673	0.144513406
A_23_P156767	6	169921012	169921132	Q7Z4R8	0.200575175	-0.285709688	-0.789843808	0.109789494	-0.170277548	0.175764615	0.310635822
A_23_P503200	6	169921654	169921774	PHF10	-0.014925149	0.055813985	-0.106349655	0.105959388	-0.2299625	0.081394147	0.095936641
A_23_P416732	6	169957856	169957976	TCTE3	0.022407353	0.048512463	0.150492845	0.309237257	-0.106874246	0.341056036	0.059872939
A_23_P168165	6	170019373	170019493	C6orf208	0.255787174	0.01938534	0.420034653	0.168170789	0.034303554	0.214393151	0.228126305
A_23_P7912	6	170383594	170383714		-0.01753888	-0.256505369	-0.695794899	0.068600205	0.133545411	0.322795832	0.097182626
A_23_P167920	6	170509213	170509333	DLL1	0.19224062	-0.047858826	-0.279267368	0.248242791	0.010528814	0.377086298	
A_23_P313476	6	170615056	170615176	KIAA1838	0.493254547	-0.060750814	-0.297439236	0.128989682	-0.094814137	0.48063409	0.391308285
A_23_P156526	6	170761824	170761944	PSMB1	0.096553682	-0.462995622	-0.512275507		-0.126765322	0.149874759	0.051927695
A_23_P19313	6	170799212	170799332	TBP		-0.036699369	-0.19650724	0.116853425	0.068412322	0.450997642	0.187136893
A_23_P145146	6	170804203	170804323	PDCD2	0.283666908	0.476865544		0.256725728	0.484693926	0.230673215	-0.212076411
A_23_P147070	7	662913	663033	UNC84A	0.225833038	0.764103326		0.584684483		0.598107215	0.321800784
A_23_P42836	7	706714	706834	C7orf20		0.53497936	0.186904676	-0.00644759	0.013715994	0.204457557	0.421371834
A_23_P145865	7	711528	711648	CENTA1	-0.02600603	0.22298969	0.190627043	-0.030489499	0.142861268	-0.036628481	-0.116808895
A_23_P31437	7	802253	802373	CYP2W1	-0.021062792	-0.34249239		-0.097109095	-0.099113699	-0.082120598	-0.081442404
A_23_P134477	7	810102	810222	MGC11257	-0.345401118	0.33744718	0.104142573	0.093233732	0.057605992	0.191046505	0.150148399
A_23_P20035	7	871737	871857	MGC11257	0.049688204	0.114547274	-0.102744312	0.186135464	-0.470121813	0.046777551	0.38689056
A_23_P8640	7	906516	906636	MGC11257	0.313185815	0.355423026	-0.414216921	0.154494346	-0.211395651	0.219097661	0.190267718
A_23_P336992	7	970471	970591	LOC90637	-0.0485075	0.590387705	-0.564610764	0.252355297		0.18132341	0.255661251
A_23_P258220	7	1250715	1250835	MICAL-L2	0.028338092	0.47325201		0.274111341	0.671839732	0.170445593	0.31462127
A_23_P111698	7	1353469	1353589	MAFK	-0.019763971	0.355955103	-0.100180867	0.147192134	0.021322965	-0.029259999	0.265169077
A_23_P373598	7	1355409	1355529	Q96ML1	-0.025067073	0.156432681	-0.246643119	0.060400639	0.137684624	0.02848075	-0.040837179
A_23_P157245	7	1359046	1359166	MGC9712	0.015594562	0.356416018	-0.305418437	0.242835497	0.080857603	0.100793068	0.213445235
A_23_P168637	7	1380221	1380341	MGC10911	0.071356183	0.522929353	-0.220404799	0.360814193	0.207732868	0.457377322	0.216927042
A_23_P123086	7	1402037	1402157	Q96PY0	0.026972996	-0.004929374		0.126306696	-0.115569587	0.095783257	-0.023308144
A_23_P20148	7	1559835	1559955		0.297655972	0.312782875	0.08639525	0.16374494		0.070774854	0.287561445
A_23_P42657	7	1711109	1711229	MAD1L1	-0.180801652	0.287407919		0.371806871		0.170904496	0.272161112
A_23_P31253	7	2047127	2047247	FTSJ2	0.21103818	0.7993577	0.649184313		0.184310339	0.312645862	0.219068605
