	TCGA-13-0758-01A-01R-0363-07	TCGA-13-0723-01A-02R-0363-07	TCGA-09-0364-01A-02R-0363-07	TCGA-13-0727-01A-01R-0363-07	TCGA-09-0365-01A-02R-0363-07	TCGA-13-0805-01A-01R-0363-07	TCGA-01-0631-11A-01R-0363-07	TCGA-13-0768-01A-01R-0363-07	TCGA-13-0800-01A-01R-0363-07	TCGA-13-0791-01A-01R-0363-07	TCGA-13-0804-01A-01R-0363-07	TCGA-13-0762-01A-01R-0363-07	TCGA-13-0803-01A-01R-0363-07	TCGA-13-0757-01A-01R-0363-07	TCGA-13-0725-01A-01R-0363-07	TCGA-13-0730-01A-01R-0363-07	TCGA-01-0637-11A-01R-0363-07	TCGA-13-0794-01A-01R-0363-07	TCGA-13-0795-01A-01R-0363-07	TCGA-13-0792-01A-01R-0363-07	TCGA-01-0636-11A-01R-0363-07	TCGA-13-0764-01A-03R-0363-07	TCGA-13-0793-01A-01R-0363-07	TCGA-09-0369-01A-01R-0363-07	TCGA-07-0249-20A-01R-0363-07	TCGA-09-0367-01A-01R-0363-07	TCGA-13-0802-01A-01R-0363-07	TCGA-13-0760-01A-01R-0363-07	TCGA-01-0633-11A-01R-0363-07	TCGA-13-0724-01A-01R-0363-07	TCGA-13-0726-01A-01R-0363-07	TCGA-13-0717-01A-01R-0363-07	TCGA-13-0801-01A-01R-0363-07	TCGA-09-0366-01A-01R-0363-07	TCGA-13-0714-01A-01R-0363-07	TCGA-13-0761-01A-01R-0363-07	TCGA-01-0638-11A-02R-0363-07	TCGA-01-0630-11A-01R-0363-07
HSPA2	1.9166	0.1878	1.995	2.2716	2.7	1.9582	2.2196	3.8174	0.491	2.046	1.3674	3.4908	1.1322	2.1348	2.419	2.6162	2.5244	1.1164	1.9356	1.3552	2.268	2.0624	4.2318	2.2832	1.9778	2.059	1.6602	1.7076	1.5786	0.6962	0.6608	2.1566	0.0888	0.4624	0.8844	1.7638	2.1814	3.305
WFIKKN1	-2.16233333333333	-1.016	-1.712	-1.45733333333333	-1.303	-1.784	-1.19066666666667	-0.0613333333333333	-1.807	-1.27166666666667	0.547333333333333	1.293	-1.62833333333333	-0.288666666666667	0.777333333333333	-0.634	-1.827	-0.300333333333333	-0.523666666666667	-0.615666666666667	-0.949666666666667	-1.01166666666667	-1.71566666666667	-0.771	-1.821	-2.03566666666667	-1.94133333333333	-1.367	-2.21766666666667	-1.74	-1.14266666666667	-0.364333333333333	-1.84766666666667	-1.248	-1.171	-1.71033333333333	-1.44166666666667	-1.05933333333333
SERP1	-0.2873	0.0643	0.7694	-0.1267	1.2344	-0.6259	0.457	-1.418	0.2359	1.3124	-0.1964	-2.2094	-1.2721	-0.4595	0.4812	0.3023	-0.1443	-0.3717	-0.8405	0.7014	0.9558	-0.5151	-0.9704	0.7195	-0.3406	0.8075	0.7177	0.1112	0.1616	-0.5811	-1.0774	-1.2411	0.7262	0.6246	-0.8728	-0.3979	0.0633	-0.3111
SYDE2	0.786166666666667	-0.548333333333333	0.0728333333333333	-0.464666666666667	-0.197166666666667	-0.285833333333333	-0.5175	0.0193333333333333	-0.177833333333333	-0.8704	-0.2735	0.428	0.562666666666667	-0.129666666666667	-0.219666666666667	0.344	-0.171166666666667	-0.203333333333333	1.50433333333333	-0.5385	-0.326	-0.144166666666667	-0.9995	0.0245	-1.36033333333333	-0.3885	0.337333333333333	0.969833333333333	-0.379166666666667	0.8295	0.8415	1.2655	-1.38616666666667	0.0566666666666667	0.228833333333333	-0.564	-0.502333333333333	0.623833333333333
TACR2	-0.0303333333333333	0.454333333333333	0.148	0.696	0.708666666666667	0.283	0.173	0.574333333333333	0.347666666666667	0.318333333333333	0.147333333333333	0.965	0.840666666666667	0.492666666666667	0.168666666666667	0.147666666666667	0.260666666666667	0.342666666666667	0.977333333333333	0.308	0.317333333333333	1.39866666666667	1.039	0.0533333333333333	0.267	-0.0966666666666667	0.363333333333333	0.0506666666666667	0.444333333333333	0.528666666666667	0.393666666666667	0.478333333333333	0.117	-0.079	0.226	0.342666666666667	0.756	0.786
NUP85	-0.8036	-0.4428	-0.4782	-0.1234	-0.1932	-0.2222	-0.8528	-0.239	-0.3484	-1.1758	-0.1472	-1.2064	-0.4852	-0.1558	0.1328	-0.0382	-0.699	0.432	0.0426	-0.3964	-0.8372	-0.246	-0.8006	0.3416	-0.241	-0.6658	-0.2662	-0.304	-0.794	-0.729	-0.2096	0.7386	-0.1206	-0.934	-0.4512	-0.049	-0.7732	-1.0022
CD177	-0.36	-0.119	-0.107777777777778	-0.216888888888889	0.523666666666667	-0.0858888888888889	0.187555555555556	0.317444444444444	-0.0275555555555555	0.138333333333333	-0.0751111111111111	1.00977777777778	0.0245555555555556	0.265	-0.334333333333333	0.0148888888888889	0.750777777777778	1.05811111111111	-0.267777777777778	0.311333333333333	-0.407888888888889	-0.160777777777778	0.122	-0.316444444444445	-0.149555555555556	-0.171	-0.222555555555556	-0.111888888888889	-0.360111111111111	-0.355777777777778	-0.124333333333333	-0.116888888888889	-0.0191111111111112	-0.204333333333333	1.25988888888889	-0.121222222222222	4.14211111111111	-0.0613333333333333
LGR5	0.647375	1.135625	-1.260625	0.740125	1.2345	-1.232875	0.41775	-1.162125	2.523625	0.584375	2.80925	2.933125	-0.75	1.028	0.14475	2.026125	0.771	0.09775	-0.44925	-0.57075	2.75275	-1.79625	-1.03525	-1.30175	-1.5475	0.128625	-0.167375	-1.254125	0.47175	0.737	-1.68275	1.904125	1.092	-0.92425	-1.373375	-1.17475	-0.896375	0.573875
PIGG	0.7085	0.3400625	-0.3935	-0.3506875	-0.2453125	-0.6258125	0.254125	-0.497625	0.1205625	-0.5161875	-0.156625	-0.4391875	-0.281625	-0.157375	-0.398125	0.2954375	-0.10775	-0.156375	-0.7415625	0.3413125	0.0170625	-0.1316875	-0.8821875	-0.1501875	-0.0765625	-0.03325	0.2214375	-0.23675	-0.19975	-0.068375	0.6896875	0.338125	-0.358	0.1288125	-0.738	-0.7118125	0.4448125	-0.39575
PTHR1	-1.907875	-1.4895	1.031625	-1.28675	0.086125	-1.485125	-0.933375	-0.302125	-1.08125	-1.566	-1.82925	-1.4485	-1.13725	-0.761375	-1.847375	0.628875	-0.888125	-1.445125	-1.643625	-1.879	-0.411625	-1.53475	-1.189125	-0.860125	-1.823125	-1.915	-1.696625	-1.915625	0.255125	-1.64675	-1.55225	-0.74625	-1.929375	-2.452125	-1.056625	-1.65075	-0.76775	-0.2445
RAB5A	0.0334615384615385	-0.403384615384615	-0.0771538461538462	-0.974307692307692	-0.332307692307692	-0.762230769230769	-0.386615384615385	-0.510307692307692	-0.213538461538461	-0.932384615384615	-0.440230769230769	-0.692153846153846	-0.783923076923077	-1.08915384615385	0.0253846153846154	-0.270307692307692	-0.289384615384615	-1.10492307692308	-1.64969230769231	-0.658384615384615	-0.0512307692307693	-1.61576923076923	-0.605307692307692	-0.504615384615385	0.549692307692308	-0.0943076923076923	-0.313538461538462	0.233307692307692	-0.442615384615385	-0.801769230769231	0.261153846153846	-1.37338461538461	-0.119692307692308	0.564	-0.575769230769231	0.595846153846154	-0.203384615384615	-1.42815384615385
FLJ13224	0.315	0.250666666666667	0.586333333333333	0.282	0.394	0.677333333333333	0.321666666666667	0.306333333333333	0.438666666666667	0.347333333333333	0.362666666666667	0.619	0.756666666666667	0.279	-0.00266666666666667	0.0513333333333333	0.381333333333333	0.605666666666667	0.448333333333333	0.339	-0.132333333333333	0.640333333333333	0.280333333333333	-0.0173333333333333	0.322666666666667	0.588666666666667	-0.0576666666666667	0.248333333333333	0.339	0.569333333333333	0.784333333333333	0.684333333333333	0.418333333333333	0.123333333333333	0.429666666666667	0.898333333333333	0.477666666666667	0.303666666666667
USP9Y	-2.096125	-1.947875	-2.06175	-2.226625	-1.842	-2.09125	-1.907375	-1.711875	-2.415625	-1.59385714285714	-2.073875	-2.3225	-2.072375	-1.627375	-2.427125	-2.2795	-2.005625	-2.125625	-2.637625	-2.532	-2.125375	-2.507625	-2.065875	-1.9285	-1.097	-2.570375	-2.34025	-1.944375	-2.046875	-2.195	-2.185	-2.419625	-2.257875	-2.43525	-1.814375	-1.94225	-2.422125	-1.746375
C7orf53	0.485333333333333	0.956666666666667	-1.04	-0.691666666666667	0.358333333333333	-0.582333333333333	-1.88633333333333	0.914	-1.30833333333333	-1.585	-0.0946666666666667	-0.177666666666667	-0.224333333333333	0.02	-0.638666666666667	0.328666666666667	-1.772	0.047	-0.0156666666666667	-0.496666666666667	-1.14733333333333	-1.54633333333333	-0.721	-1.29	-0.622666666666667	-1.245	-0.956666666666667	-0.0976666666666667	-0.617	-1.43633333333333	0.292333333333333	-0.492333333333333	-2.36466666666667	0.189	-1.003	0.000666666666666667	-1.856	-1.75333333333333
LRP1B	0.1488	0.6478	1.1788	0.274	1.1276	-1.0298	0.7974	-0.2418	0.5694	0.2774	-0.8438	0.255	-0.9216	-0.4508	-0.1582	1.2944	0.006	1.0964	-0.3714	0.395	1.2348	3.0384	1.7726	2.122	1.185	2.443	1.2102	-0.5502	-0.099	-0.7422	-0.261	1.1382	0.0876	-0.1812	-0.3826	0.0672	-1.0744	1.326
XAF1	3.10093333333333	3.28326666666667	-0.0934666666666667	2.28086666666667	0.880533333333333	2.37446666666667	1.67	3.83006666666667	3.11133333333333	2.358	2.7586	2.11473333333333	3.26306666666667	1.88413333333333	2.5124	3.07153333333333	1.3884	1.2542	3.73786666666667	3.55833333333333	1.98446666666667	3.42946666666667	3.0454	-0.0125333333333333	-0.836066666666667	1.1954	0.2788	2.78206666666667	3.10406666666667	2.8036	2.80306666666667	1.3468	3.1332	3.18	1.33733333333333	2.836	1.4928	1.114
ABCG8	-0.202	-0.785333333333333	-2.23166666666667	-1.16966666666667	0.426666666666667	-1.146	0.305333333333333	-0.586	-0.360333333333333	0.04	-0.364	-1.167	-0.731	0.6535	0.232666666666667	-0.774	-0.872666666666667	-1.31033333333333	-1.49666666666667	-0.732	-0.959333333333333	-0.644333333333333	-1.344	-0.38	-0.334666666666667	-1.04766666666667	-0.820333333333333	-0.639666666666667	-0.548	-0.178	-0.936333333333333	-1.484	-0.724333333333333	-0.390333333333333	-0.819333333333333	-0.733	0.401	-0.709333333333333
ANKDD1A	-0.704625	-0.290375	-0.450875	-0.176	0.81225	-0.363625	-0.39575	0.182875	-0.310875	-0.28375	0.438875	0.22575	-0.465	-0.520875	0.074125	-0.244	-0.840125	-0.589625	-0.071625	-0.722875	0.305	-0.93475	-0.426875	0.25575	-0.261	-0.659	-0.282625	-0.447625	0.176	-0.160125	-0.208	-0.340625	-0.447875	0.253375	-0.409875	-0.72675	-0.825375	-0.02975
DAND5	-0.854333333333333	-2.12566666666667	-2.11566666666667	0.710333333333333	-0.248333333333333	0.627666666666667	-1.39133333333333	0.515333333333333	3.52666666666667	-1.308	-0.667666666666667	-1.042	-0.56	-1.19366666666667	1.356	-1.646	-1.839	-1.25966666666667	-0.758	-2.08733333333333	-1.70566666666667	-0.987	-0.918	-0.734	-1.85066666666667	-2.10766666666667	-0.798333333333333	-0.468666666666667	-2.14	-0.814666666666667	-1.42566666666667	-1.09866666666667	-1.39666666666667	-2.30566666666667	-1.705	-1.581	-1.93333333333333	-2.08066666666667
SPAG6	1.88375	0.48975	3.494375	-0.517375	0.40275	-0.166	5.88075	0.2305	5.162	2.5205	0.064625	0.299625	-0.41725	-0.08975	0.4005	0.61875	5.728	0.175875	0.945875	3.4615	5.83125	0.138125	0.57725	2.00875	0.526	2.8365	0.475875	0.77925	4.65075	2.128625	-0.11875	2.72925	0.5895	2.86425	0.10425	0.622875	0.732875	5.527875
LINCR	-0.5576	1.9472	0.488	1.3532	0.7126	0.0212	0.9216	2.4074	0.6584	0.9816	-0.0844	-0.0138	0.2262	-0.157	0.6286	1.812	-1.2858	1.6172	-0.1244	1.4654	-0.765	1.7384	2.6774	-1.2126	0.3594	-0.2596	0.9678	-0.6856	1.1424	0.8786	-0.3268	-1.7516	1.7018	0.4934	-1.0244	0.4486	2.5574	-1.2382
ZDHHC22	-0.7886	-0.3678	-0.7958	-0.4649	-0.3283	-0.339	-0.57	-0.409	-0.2291	-0.1007	-0.721	-0.2647	0.0119	-0.3219	-0.0140000000000001	-0.8308	-0.8618	-0.8809	-0.1343	-0.41	-0.8067	-0.6486	0.9643	-0.1425	-0.6939	-0.9823	0.0297	-0.6915	-0.8582	-0.5795	-0.7551	-0.7564	-0.5697	-0.8931	-0.523	-0.6665	-0.137	-0.5179
CCDC60	0.180666666666667	0.0506666666666667	0.274333333333333	-0.796666666666667	-0.370333333333333	0.518666666666667	2.693	-0.0336666666666667	-0.342333333333333	0.384666666666667	0.237666666666667	0.249	0.308333333333333	0.241333333333333	-0.115666666666667	0.427	3.52866666666667	0.121666666666667	-0.776666666666667	-0.387333333333333	2.49833333333333	-0.456	-0.075	-0.274666666666667	0.339666666666667	-0.0623333333333333	0.144666666666667	0.0973333333333333	1.21266666666667	-0.294666666666667	-0.405666666666667	-0.343666666666667	0.167333333333333	0.141	-0.471666666666667	-0.0196666666666667	-0.657333333333333	1.05733333333333
THOC7	-0.472125	-0.78975	-0.918375	-1.3415	-1.8685	-0.7595	-1.11675	-1.31	-1.1025	-0.53325	-1.132375	-1.309625	-1.52575	-1.535125	-0.583	-2.161375	-1.398875	-2.245	-1.449625	-0.899375	-1.184	-1.346125	-1.054125	-1.853875	-0.822625	-0.754625	-1.534125	-0.830375	-1.236875	-0.79825	-1.938	-1.5015	-0.33	-1.361125	-1.4425	-1.081375	-1.546375	-1.554125
TCTA	0.979	0.446384615384615	-0.342923076923077	0.157846153846154	-0.552384615384615	0.898923076923077	0.301384615384615	-0.128846153846154	-0.0681538461538462	0.318153846153846	0.513769230769231	0.167923076923077	1.26930769230769	-0.283692307692308	0.318538461538462	-0.595923076923077	0.934461538461538	0.850461538461538	0.772384615384615	0.288461538461538	0.361076923076923	0.944692307692308	0.254	-0.128538461538462	0.561	0.321461538461538	-0.180846153846154	0.0696923076923077	0.163076923076923	0.255769230769231	1.148	0.196384615384615	0.580153846153846	-0.439461538461539	0.163923076923077	0.216230769230769	0.667230769230769	0.564923076923077
OR8K3	-0.113	-0.0106	0.6524	0.3736	0.2044	0.3364	0.4918	-0.1892	-0.1082	0.5974	-0.0098	0.8538	1.0044	0.508	0.375	-0.4142	-0.027	-0.124	0.0774	1.1664	0.3626	0.2066	0.8398	0.2128	-0.0884	0.466	0.369	0.5076	0.5298	0.3464	0.2008	0.0596	0.00679999999999998	-0.3558	0.5876	0.6404	0.5956	0.6348
NY-REN-7	0.5888	0.4498	0.2566	0.972	0.671	0.6156	2.3598	-0.1878	0.3662	-0.4392	2.1348	1.1728	0.0112000000000001	0.9644	1.4042	0.6154	2.3344	-0.1994	-0.0624	0.9364	1.2364	0.0842	-0.3534	-0.9416	-0.5196	1.6302	0.5228	0.73	2.9432	0.5764	1.239	-0.3466	1.0722	1.3298	0.4926	0.1298	0.00950000000000001	0.8242
B2M	0.901875	2.104625	-1.452375	0.36975	0.28075	-0.1195	1.0235	1.869125	-0.558375	1.278625	0.52925	-0.836875	0.44825	1.064	0.5605	0.02575	0.319625	0.682625	0.2355	1.491375	-0.110875	0.856375	0.38075	-0.073125	1.766375	0.963875	-0.613875	0.417875	1.404625	-0.455	0.533125	-1.206875	1.80425	0.91575	0.225625	1.255625	2.8785	1.0975
C6orf141	-2.0088	-1.9106	-1.7731	-2.0649	-2.1762	-1.9872	-1.2844	-1.6826	-1.9856	-1.7165	-1.8565	-1.6406	-1.6989	-1.641	-2.31	-2.482	-1.9681	-2.3343	-1.9114	-1.6667	-1.3991	-0.4302	-1.5133	-2.3918	-1.1822	-2.224	-1.9831	-2.1422	-1.6493	-1.9776	-2.2355	-1.9704	-2.0605	-2.5974	-1.7193	-1.8502	-1.7359	-1.7013
LPPR4	1.91916666666667	1.24216666666667	-0.1555	0.904666666666667	-0.322666666666667	2.59883333333333	1.18383333333333	2.67283333333333	1.61833333333333	1.01016666666667	0.2935	1.33166666666667	1.361	0.372666666666667	2.354	1.12966666666667	0.6495	0.784333333333333	3.13916666666667	0.652833333333333	0.6625	-0.128333333333333	2.124	2.734	5.07733333333333	1.52483333333333	1.69316666666667	1.52733333333333	1.4535	1.55083333333333	2.18433333333333	0.849666666666667	-0.0216666666666667	0.187666666666667	1.81283333333333	2.33383333333333	0.387166666666667	0.217833333333333
SQLE	-0.0835454545454545	-1.03618181818182	-0.412	-1.50772727272727	-1.19	-2.38918181818182	-1.54709090909091	-1.57527272727273	-0.633363636363636	-1.36636363636364	-3.42436363636364	-2.42090909090909	-0.986090909090909	-2.02118181818182	-0.181363636363636	-1.97072727272727	-1.49945454545455	-1.24154545454545	-3.13636363636364	-2.03927272727273	-1.40618181818182	-2.68190909090909	0.656181818181818	-1.29672727272727	0.0475454545454546	-0.202454545454545	-0.826727272727273	-1.28981818181818	-2.49818181818182	-0.0670909090909091	-0.239818181818182	-0.200363636363636	-0.512272727272727	-2.69336363636364	-0.379545454545455	-0.516090909090909	-1.95445454545455	-1.85645454545455
SEPHS1	-0.636	-0.7274	-0.6796	-0.1974	-0.0972	0.1902	-0.7064	-0.2506	0.0356	-0.7442	-0.1352	-0.0906	-0.0508	0.7402	0.2004	0.8724	-1.2584	-0.2346	-0.349	-0.3282	-0.8988	0.2628	0.6324	0.1722	-1.0368	-0.1738	1.0514	-0.0894	-1.212	-1.6056	-0.8776	0.2372	0.0896	-1.3556	-0.5438	-0.5328	-0.9922	-1.0048
BTBD14B	0.133111111111111	0.263222222222222	0.167333333333333	0.609833333333333	0.522833333333333	0.790944444444445	0.122111111111111	0.679611111111111	1.07688888888889	0.813777777777778	0.529222222222222	1.06638888888889	1.43716666666667	0.527722222222222	0.345611111111111	0.0964444444444445	0.138222222222222	0.123055555555556	0.770055555555555	0.418833333333333	0.0435555555555555	0.720166666666667	1.06477777777778	0.299055555555556	0.345	0.429111111111111	0.552444444444444	0.727	0.056	0.949888888888889	0.632388888888889	0.6675	0.417277777777778	0.344055555555556	0.836277777777778	0.727722222222222	0.4555	0.340888888888889
PLRG1	0.5962	0.3566	-0.127	-0.5178	-0.4702	-0.5534	0.5198	0.0552	0.4276	0.3044	0.2868	-0.2522	-0.5236	-0.247	0.5206	0.0776	0.4104	0.589	0.205	1.3168	0.3972	0.522	0.1946	0.076	0.3672	-0.4648	0.1026	1.152	0.2848	-0.3734	0.3836	-0.43	0.1084	0.7078	0.9092	0.9594	0.1368	0.1878
SPG7	-0.237095238095238	-1.0172380952381	-0.197619047619048	-0.969285714285714	-0.0783333333333333	-1.06061904761905	-0.970714285714286	-0.620476190476191	-1.13147619047619	-1.51085714285714	-0.838380952380952	-0.993857142857143	-0.461142857142857	-0.889571428571428	-0.694285714285714	-0.659238095238096	-0.676666666666667	-1.08957142857143	-0.740047619047619	-0.646952380952381	-0.504857142857143	-1.05566666666667	-1.28966666666667	-0.00723809523809527	-0.716952380952381	-0.499285714285714	-1.17833333333333	-1.05371428571429	-0.837380952380953	-1.16957142857143	-1.06880952380952	-0.301619047619048	-1.13809523809524	-0.439857142857143	-1.2342380952381	-1.35852380952381	-0.53752380952381	-1.01914285714286
ZNF614	0.446555555555556	-0.297111111111111	0.896666666666667	-0.242888888888889	0.0041111111111111	-0.273333333333333	0.200555555555556	-0.502888888888889	1.31166666666667	0.604555555555556	-0.642333333333333	-0.333555555555556	-0.149555555555556	0.407222222222222	-0.00399999999999999	-0.0134444444444444	-0.289111111111111	0.520777777777778	-0.411222222222222	-0.201222222222222	-0.0234444444444444	0.210111111111111	-0.00444444444444444	0.258111111111111	-0.0596666666666666	0.139222222222222	0.948222222222222	0.323333333333333	-0.036	-0.348888888888889	-0.980777777777778	0.583555555555555	0.436888888888889	0.0376666666666667	0.166333333333333	-0.202	-0.922555555555556	-0.394777777777778
PARD6G	0.643375	0.529625	1.648625	1.3235	1.60375	0.84175	1.158125	1.116	1.08825	1.534375	-0.968625	1.637875	0.021	1.037125	1.24325	0.99325	0.27175	0.573	-0.11475	0.0685	1.137125	1.437125	1.61025	1.512125	-0.69775	-0.0755	1.87875	-1.013	1.49975	0.02625	0.20675	1.47675	-0.13325	-0.59475	-0.0841249999999999	1.514875	0.3075	1.4955
INPP5B	-0.125	-0.419769230769231	0.338230769230769	-0.753769230769231	-0.246615384615385	-0.346846153846154	-0.721769230769231	-0.219230769230769	-0.417692307692308	0.0327692307692308	0.417384615384615	-0.577692307692308	-0.436923076923077	1.11130769230769	-0.736538461538462	-0.610076923076923	-0.665923076923077	-0.458307692307692	-0.119923076923077	-0.891692307692308	-0.802538461538462	0.799	-0.617769230769231	-0.745384615384615	0.0254615384615385	-0.308153846153846	-0.161076923076923	-0.785769230769231	-0.762461538461538	-0.383846153846154	-0.169230769230769	-0.144461538461539	0.399538461538462	-0.398615384615385	-0.790538461538461	-0.669538461538462	-1.16884615384615	-0.761384615384615
GRPEL2	0.2878	-0.719	0.2681	-0.3475	-0.5846	0.8446	-0.6456	0.2458	0.3685	0.0353	-0.0485	-0.1932	-1.0947	0.8185	0.2677	-0.3552	-0.8264	0.1002	-0.1729	0.8964	-0.759	-0.5067	-0.1369	0.0751	0.3691	0.3532	0.1283	-0.0975	-0.7152	-0.3396	0.7542	-1.0576	-0.2162	-0.4819	0.3286	0.3059	-0.6854	-1.1916
PPID	-0.0985384615384615	-0.229307692307692	-0.246538461538462	-0.297307692307692	-0.0840769230769231	-0.951461538461539	-0.163461538461538	-0.388384615384615	-0.257153846153846	-0.525307692307692	-0.948846153846154	-0.265307692307692	-0.872153846153846	-0.848307692307692	-0.345692307692308	-0.944153846153846	-0.312384615384615	-1.11346153846154	-0.698923076923077	-0.866076923076923	-0.124307692307692	-0.228692307692308	-0.913153846153846	-0.449384615384615	-0.677538461538462	-1.29630769230769	-0.766461538461539	-0.582846153846154	-0.341307692307692	-0.158538461538462	-0.117076923076923	-0.392923076923077	-0.582692307692308	-0.330846153846154	-0.655923076923077	-0.327230769230769	-0.093	-0.693
TRIM56	-0.3846	0.2334	-0.865	-0.1902	-0.0558	0.0224	-0.5528	0.0918	-1.2888	-1.246	0.2066	0.6598	0.4468	-1.039	-0.3648	-0.019	0.7004	-0.8678	0.6414	0.1106	0.5734	0.1174	-0.9542	-1.5948	-0.7936	-0.1174	-1.3838	0.3332	0.445	0.5748	-0.3318	-1.0002	-0.5434	-0.0438	-0.234	-0.4706	0.3376	0.1482
UBE2J1	-0.0360909090909091	0.0393636363636364	0.00745454545454544	-0.95	-1.98827272727273	0.611090909090909	-0.153181818181818	0.589181818181818	0.545363636363636	-0.490363636363636	0.150909090909091	0.161727272727273	-0.487272727272727	0.246181818181818	-0.231454545454545	-0.388636363636364	-0.227	0.350454545454545	-0.318545454545455	0.355454545454545	-0.576545454545455	-0.113909090909091	0.368727272727273	0.265181818181818	0.846909090909091	-0.221181818181818	-0.335272727272727	-0.142727272727273	-0.494090909090909	0.570636363636364	-0.872727272727273	-1.18345454545455	0.642181818181818	0.280545454545455	0.486272727272727	0.102909090909091	0.821818181818182	-1.18690909090909
IL20RA	2.561	3.1916	2.1168	1.1332	0.4028	0.9818	5.5256	3.0216	0.2006	4.1152	0.339	-0.6794	2.78	2.4288	3.0726	2.798	5.7822	-0.645	0.9582	4.6096	5.8608	2.628	1.5228	-0.5118	-0.5926	4.9456	0.8746	0.8222	4.8182	0.777	1.9234	1.8564	3.1302	4.058	1.6386	1.5926	4.4878	6.9792
LOC387856	-0.0528	0.6596	0.1238	0.085	0.0942	0.364	0.0982	0.058	0.1538	0.284	-0.0204	-0.0418	0.0466	0.4048	-0.0758	0.6456	0.301	0.0828	0.0654	-0.1474	-0.2618	0.036	0.53	0.0858	0.8442	-0.136	0.1636	-0.1392	0.0428	0.4576	0.3156	0.07	0.1996	1.3346	0.2002	0.1558	0.2572	-0.118
C1orf107	0.5219375	0.9773125	0.3671875	0.8695625	1.1511875	0.0874375	0.6066875	-0.36	0.9519375	0.351	0.861625	0.8811875	-0.15275	-0.30375	0.7350625	0.62525	1.2395625	0.188375	-0.160125	0.6181875	1.1443125	0.5568125	-1.0501875	0.305	0.404875	1.11775	0.8916875	1.424875	0.5680625	0.4173125	0.159	1.0514375	0.6685	0.3295	0.06225	0.7691875	-0.1976875	0.8616875
UTS2R	-0.0608	0.4564	-0.1182	0.9926	0.848	0.6322	0.4298	0.4042	0.2424	1.5074	0.0448	1.1332	1.3924	0.3042	0.0106	-0.3578	-0.047	0.003	1.6646	1.1228	0.4076	0.9034	2.1946	0.0036	0.446	0.4424	0.5322	0.019	0.6938	0.6106	0.3924	0.7444	0.2156	0.2162	0.6846	0.5748	1.7408	1.0132
C19orf22	-0.3172	-0.106	-0.3832	-0.3076	-0.5766	-0.4216	0.2934	0.0558	-0.7044	-0.02	-0.4974	-0.6352	0.5042	-0.1236	-0.5442	-0.4124	1.2858	-0.4048	0.1008	0.792	-0.3552	0.7558	0.4476	-0.8806	-0.4208	-0.4358	-0.2422	0.8154	-0.325	0.5662	0.5986	-0.4314	-0.2924	-0.884	0.022	0.1386	0.368	0.1698
SAFB2	-0.3231	0.4071	-0.1968	0.3969	0.2442	-0.5242	-0.2788	0.2562	-0.0481	-1.0584	0.3197	0.4864	0.4427	-0.868	-0.4646	-0.3352	0.0892	-0.9982	-0.1805	-0.6676	0.322	-0.1187	-0.2579	-0.3149	-0.4305	0.1781	-0.5776	-0.4894	0.1062	-0.0438999999999999	-0.1053	0.3343	-0.5003	-0.7426	-0.2667	-0.4371	-0.4035	0.3232
KIAA0652	-0.446	-0.3694	-0.2565	-0.504	-0.0736	-0.194	-0.3583	-0.2236	-0.1359	0.1146	0.4084	-0.7049	-0.587	-0.3232	-0.4586	0.395	0.8929	0.0443	0.3683	-0.0461	-0.0584	1.3545	-0.7639	0.0959	0.2536	-0.0301	0.5343	0.758	-0.3956	0.4018	-0.4779	0.1064	0.0703	-0.2023	-0.3156	-0.1766	-0.1664	-0.3071
KLRG1	0.522625	0.567375	-0.190625	-0.508	0.512125	-1.364625	-0.499	0.637125	0.382625	-0.117125	-0.5525	1.088125	-1.113375	0.2425	-0.359875	1.630625	-1.13275	-0.753	-0.897625	0.052875	-0.736375	0.168875	-1.407875	0.995625	0.719375	-0.544875	-0.66575	-1.211	-0.160625	-0.79075	-1.435125	-0.0772500000000001	-0.535375	-0.234625	-1.141375	-0.763625	-0.4355	-0.964875
MS4A8B	1.72775	2.157375	0.612125	0.453125	0.461625	0.06325	4.15525	0.12825	2.758625	1.28225	0.4675	-0.069125	0.361375	0.294375	0.35725	1.21525	4.066375	0.586375	0.27975	3.330625	4.25625	1.330875	2.239625	0.51375	0.216125	1.996875	0.23375	0.173875	4.462375	0.586	0.49575	0.417625	0.663625	1.27875	0.986125	1.583875	4.59175	5.303375
FRAG1	0.5102	-0.0744	0.734	1.237	0.8626	1.3578	0.3712	0.0156	1.0386	1.1074	0.5556	1.097	1.013	0.9382	0.5812	0.844	0.5918	0.697	0.7704	1.2868	0.9916	0.8074	0.6112	0.7504	-0.3012	0.832	0.9914	0.0608	0.1768	0.9734	0.1726	2.0278	-0.1454	0.051	0.7362	1.4122	0.2354	0.8656
KIAA1546	-0.5782	-0.341	-0.0296	-0.5472	0.4586	-1.0116	0.1784	-0.1376	-0.1922	-0.024	-0.5528	-0.8428	-0.5128	-1.206	-0.4322	-0.07	-0.0958	-0.4196	-0.709	-1.423	1.023	-1.521	-1.0802	0.1698	-0.4738	0.1738	-0.5578	-0.8616	0.3374	-0.6018	-0.026	-1.0918	-0.4864	0.0978	-0.7434	0.1508	-0.1368	0.5844
